"Modifications"	"Proteins"	"Intensity QC02_210326"	"Intensity QC02_210331"	"Intensity QC02_210402"	"Intensity QC02_210406"	"Intensity QC02_210410"	"Intensity QC02_210411"	"Experiment QC02_210326"	"Experiment QC02_210331"	"Experiment QC02_210402"	"Experiment QC02_210406"	"Experiment QC02_210410"	"Experiment QC02_210411"	"Potential contaminant"	"Reverse"
"Unmodified"	"Q14839;Q8TDI0"	8628400	10716000	7724100	24896000	13103000	18040000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q14152"	5737200	5271400	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q92615"	8231800	10051000	2480800	18329000	6296500	16316000	2	2	1	2	1	2	NA	NA
"Unmodified"	"CON__P00735"	84680000	93575000	33389000	181850000	96823000	165030000	2	2	2	3	1	2	"+"	NA
"Unmodified"	"Q02878"	199910000	221300000	183950000	411650000	289140000	388660000	2	2	2	2	3	2	NA	NA
"Acetyl (Protein N-term)"	"Q13177"	6103000	0	0	0	31445000	0	2	1	NA	1	2	1	NA	NA
"Unmodified"	"Q9BYT8"	3123400	3854900	3705000	6393900	5693700	5773400	2	2	2	2	1	2	NA	NA
"Unmodified"	"P13797"	47266000	54484000	47803000	91437000	136770000	98950000	2	2	2	2	3	2	NA	NA
"Unmodified"	"P10586"	0	0	0	3973100	2781500	3404800	NA	NA	NA	1	1	1	NA	NA
"Oxidation (M)"	"P22102"	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q13045"	0	0	3795500	7834900	0	6512500	NA	NA	1	1	1	1	NA	NA
"Unmodified"	"P16435"	1853700	0	1814600	4774000	5215400	2994600	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q14566"	21089000	22594000	19590000	39118000	31845000	45706000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q6P2Q9"	14728000	12267000	12116000	19098000	10001000	18692000	2	1	2	2	1	2	NA	NA
"Unmodified"	"CON__Q2UVX4"	48850000	53074000	1042800	1.5e+07	64630000	85404000	2	2	1	1	2	2	"+"	NA
"Unmodified"	"Q15599"	3570200	3731300	4588500	9687000	5702300	7635600	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43237"	6456900	0	7358500	13009000	19896000	13357000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q7Z2Z2"	0	0	3235500	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"O15067"	0	0	0	0	0	0	NA	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"O60443"	3514900	0	3152200	8916000	3596700	5540500	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P11586"	19817000	30038000	15096000	35505000	24248000	0	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q8TCS8"	0	882030	0	0	913890	2058600	NA	1	NA	NA	1	1	NA	NA
"Unmodified"	"Q9BX95"	963900	2007200	1090700	0	1991100	2144100	1	1	1	NA	1	1	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000023402"	3340900	0	0	0	0	1214100	1	NA	NA	NA	NA	1	"+"	NA
"Unmodified"	"P05198"	9300300	0	0	20658000	11338000	15885000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P16435"	0	4767700	2508400	0	4959700	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q03405"	1946900	4958900	3000900	0	6078800	6343400	1	1	1	NA	1	1	NA	NA
"Unmodified"	"P07339"	9509400	5578700	9163800	22951000	33440000	17212000	2	2	2	2	2	2	NA	NA
"Unmodified"	"O95376"	2138700	3775200	1694200	4178500	6100300	4469300	1	2	1	1	1	1	NA	NA
"Unmodified"	"P58107"	0	1993400	932480	0	0	1460900	NA	1	1	NA	NA	1	NA	NA
"Unmodified"	"P27708"	6432200	0	13471000	43814000	27637000	32989000	1	NA	2	2	2	2	NA	NA
"Unmodified"	"Q9HDC9"	0	4230500	3561300	8963000	0	7954100	NA	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9UIG0"	4065100	3750200	3377200	0	4239200	4535900	1	1	1	NA	1	1	NA	NA
"Unmodified"	"P49790"	0	2825600	1338200	0	1945300	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"P83916"	4358200	10941000	9808700	16765000	11004000	15741000	1	2	2	2	2	2	NA	NA
"Unmodified"	"P25490;O15391"	6598100	8618800	5546700	13385000	7693600	12619000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q29RF7"	3848400	5229100	3753900	7540100	10550000	7256800	1	1	1	1	1	1	NA	NA
"Acetyl (Protein N-term)"	"Q15437"	6140300	5273400	6531000	10503000	13025000	11179000	2	1	2	2	1	2	NA	NA
"Unmodified"	"P50454"	18722000	20509000	20032000	68861000	0	39444000	2	1	2	3	1	2	NA	NA
"Unmodified"	"Q99986"	0	9508500	11484000	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P53041"	837690	1482900	948590	0	0	3065400	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"Q9H307"	4377700	5721400	6070100	8915700	0	9589200	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O43615"	6735500	9238000	4494200	10211000	0	10187000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q86TB9"	2493600	2439300	0	6115400	3490000	4717500	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P54577"	24420000	0	0	56020000	27945000	46597000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q92945"	3501100	4734100	5579600	8620800	0	8518100	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q09666"	9989300	15527000	4187400	22300000	14636000	21777000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P49327"	33840000	36065000	33369000	103210000	119350000	100630000	1	1	1	2	1	1	NA	NA
"Unmodified"	"P16144"	0	1695900	1786100	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9H9Y2"	889510	1440400	886610	2179500	3959900	1526700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q7Z2K6"	997400	2575300	1478800	3717700	4710000	3440600	1	1	1	1	1	1	NA	NA
"Unmodified"	"P20810"	3821800	4000600	0	0	0	2397400	2	1	NA	NA	NA	1	NA	NA
"Unmodified"	"Q8TEQ6"	6610400	5014400	5503500	13706000	12568000	12234000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NVA2"	0	0	0	0	1639900	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q15942"	7257600	11210000	7946200	22226000	15969000	22604000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y606"	0	4027100	2088900	5990400	4564000	5069700	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q15070"	7564000	0	6262600	17649000	12673000	14844000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q99549"	0	0	0	0	2679800	3017500	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q9Y6G9"	5963700	7399500	4875000	11592000	7926500	9070000	1	1	1	1	1	1	NA	NA
"Unmodified"	"A0AVT1"	1331000	1658600	0	2389500	1570200	2564300	1	1	NA	1	1	1	NA	NA
"Unmodified"	"O75369"	11699000	19733000	8960700	20599000	0	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"P52948"	0	0	0	4037900	1950000	2909600	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q8TDN6"	17944000	43753000	333890	2564200	10239000	13995000	2	3	1	2	3	2	NA	NA
"Unmodified"	"P11413"	43373000	49828000	44872000	62519000	41973000	75482000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q9BZZ5"	2571500	3332700	2770600	5664700	0	4773500	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P24752"	21211000	22857000	19400000	40246000	21837000	40864000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P0DPB6"	7533700	0	8409700	30177000	12132000	21708000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H0V9"	0	0	0	0	2680300	1397300	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q13200"	10155000	14374000	6454500	19736000	13954000	21449000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75717"	4481600	2055900	4339600	8675400	5733000	10112000	2	1	2	2	1	2	NA	NA
"Unmodified"	"CON__ENSEMBL:ENSBTAP00000024146"	45833000	57599000	44890000	96614000	116550000	92157000	2	1	3	2	1	2	"+"	NA
"Unmodified"	"Q9BUB5"	5066100	0	4347500	0	0	0	1	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q8IXM3"	5250400	8226300	0	10950000	0	9153900	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"Q96JJ7"	0	2769200	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P40939"	5986400	2129500	0	12083000	1230800	10151000	1	1	NA	1	1	1	NA	NA
"Oxidation (M)"	"P13693;Q56UQ5"	1188100	13490000	8088200	22183000	18571000	23554000	1	2	1	1	3	1	NA	NA
"Unmodified"	"P49821"	0	3941300	2290700	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"P30622"	0	0	0	0	1660500	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q14764"	0	0	0	0	4723700	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q9UPN7"	4611500	4065200	3501600	9525800	5730500	8258800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H6S3"	3297400	3540000	3127100	4241800	0	5478800	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P42677;Q71UM5"	81027000	118700000	92326000	205530000	98899000	191090000	1	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q15365"	7443600	11877000	9695300	21553000	20451000	20018000	1	1	1	2	1	1	NA	NA
"Unmodified"	"Q969H8"	7402500	0	4214000	13389000	8304300	13037000	2	NA	1	2	2	2	NA	NA
"Unmodified"	"Q9Y2W2"	0	7682500	0	0	5999800	16155000	NA	2	NA	1	1	2	NA	NA
"Unmodified"	"Q9BUK6"	1759400	0	0	5371200	2623500	3788600	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"P24534"	0	0	0	0	7585800	8616300	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"Q13813"	24476000	26481000	23618000	57746000	44428000	50142000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P31150"	3502800	1822400	1763500	7862100	11684000	5989100	2	1	1	2	2	2	NA	NA
"Unmodified"	"Q02241"	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q99426"	5151300	8918400	506620	0	0	0	1	1	1	NA	NA	1	NA	NA
"Unmodified"	"Q13085"	4609200	5229500	5794700	9920500	7741600	10140000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P30876"	3208200	0	0	9581300	4950600	7172000	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9Y5J9"	1961700	0	0	3793100	2365300	3925200	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q9HDC9"	1739800	1659600	1549900	5012400	6507800	4751800	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q00341"	0	0	4783900	0	7571700	7846800	NA	NA	1	NA	1	1	NA	NA
"Unmodified"	"Q15149"	17240000	0	16950000	46737000	27345000	41151000	1	NA	1	1	1	1	NA	NA
"Unmodified"	"Q9NTZ6"	0	8661000	6401700	16187000	0	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y6J9"	0	1745600	0	2933200	0	3776300	NA	1	NA	1	NA	1	NA	NA
"Unmodified"	"P20020"	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q14166"	5895700	6995900	4889500	0	9211100	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"Q6ZW33"	0	8380100	0	0	0	0	NA	2	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q15054"	0	7575200	4915500	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Oxidation (M)"	"P68363;P68366;Q9BQE3"	17817000	21806000	1603900	6015700	2463100	26322000	2	2	1	2	1	2	NA	NA
"Unmodified"	"Q99615"	7434900	8444900	3379700	16458000	12741000	7825300	2	2	1	2	2	1	NA	NA
"Unmodified"	"P28331"	5349600	5696700	6660700	0	8118800	10680000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P43243"	87837000	85696000	66423000	170450000	265920000	133330000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q9BTU6"	0	0	772330	0	0	0	NA	NA	1	NA	NA	NA	NA	NA
"Unmodified"	"Q02809"	3349400	2929500	0	0	1932400	0	1	1	NA	NA	1	NA	NA	NA
"Oxidation (M)"	"P35659"	3887200	8618000	4575900	13839000	9446600	10759000	1	2	1	1	1	2	NA	NA
"Unmodified"	"P07900;Q58FG0"	62466000	84465000	65301000	133310000	182870000	112480000	2	2	3	3	3	4	NA	NA
"Unmodified"	"Q00341"	7235000	9653300	6133000	13173000	10206000	12882000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P15311"	5724700	0	6786100	12179000	0	13489000	1	NA	2	2	1	2	NA	NA
"Unmodified"	"Q9UK22"	5567700	0	0	12446000	7470900	9445800	1	NA	NA	1	1	1	NA	NA
"Oxidation (M)"	"CON__P08729;P19013;CON__P19013;P08729;CON__Q3KNV1"	4299600	2161400	47357000	100320000	59032000	72101000	3	2	1	3	2	2	"+"	NA
"Unmodified"	"Q9UPU5"	1774100	0	0	6506500	0	4190000	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P07954"	0	0	0	0	0	0	1	NA	NA	1	NA	NA	NA	NA
"Unmodified"	"Q9H9A6"	2371100	0	2001200	8357900	2616500	4894600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9P0M9"	0	1387900	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q92621"	565140	5510500	617060	2434200	0	2730000	1	1	1	2	NA	2	NA	NA
"Unmodified"	"P55327"	26048000	20979000	25026000	57537000	79365000	52743000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q8TAE8"	3184300	3379500	3525600	0	0	7002600	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q01970"	0	3958400	0	0	4302300	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"P07099"	0	6507600	2126300	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Oxidation (M)"	"Q9BVP2"	1798400	1330800	0	4292900	4805000	2876200	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P12081;P49590"	21965000	0	16188000	35714000	23944000	31677000	2	NA	1	1	1	2	NA	NA
"Unmodified"	"Q9H9P8"	513890	533080	316050	634860	0	2245200	1	1	1	1	NA	2	NA	NA
"Unmodified"	"P31153"	0	2175700	916100	2223200	5257100	1728000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"O75376"	0	0	0	873780	585610	1204500	NA	NA	NA	1	1	1	NA	NA
"Unmodified"	"P25789"	26532000	32975000	25890000	85226000	43700000	66966000	1	1	2	2	1	2	NA	NA
"Unmodified"	"A5YKK6"	3972900	0	0	7790600	0	6791600	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"O43491"	1568600	0	0	0	0	2039700	1	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"P07602"	199450000	279540000	216600000	418040000	489660000	544400000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q9Y490"	787860	1445200	1322800	4725900	9131200	2821000	1	1	1	1	2	1	NA	NA
"Unmodified"	"Q9Y2P8"	677720	1724200	1160400	3076200	0	2894200	1	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"CON__Q9TT36"	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	"+"	NA
"Unmodified"	"Q15459"	8816100	10572000	8908900	17432000	0	18141000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q14008"	3674200	4292500	3858000	9064600	0	7920400	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H7N4"	950830	1095100	506970	1077000	696790	1194700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BUP3"	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
"Unmodified"	"P30084"	13258000	20800000	18528000	36098000	44124000	34497000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q9ULV4"	28207000	10845000	18776000	43673000	29473000	43317000	2	1	2	2	2	2	NA	NA
"Unmodified"	"Q92900"	10374000	14741000	5303400	21645000	12010000	19208000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P14868"	20968000	26715000	22042000	54985000	51926000	43135000	1	1	2	1	1	1	NA	NA
"Unmodified"	"P62879"	17577000	24237000	17153000	39679000	0	36082000	1	1	1	1	NA	1	NA	NA
"Oxidation (M)"	"P62333"	3486200	3563700	3386400	6726600	0	4652100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9NVS2"	2729700	2284800	0	0	3626400	3750000	1	1	NA	NA	1	1	NA	NA
"Unmodified"	"O14562"	0	0	7877200	0	12622000	0	NA	NA	1	NA	1	NA	NA	NA
"Unmodified"	"O95071"	0	2558700	2096800	3659900	2799800	4820000	NA	1	1	1	1	1	NA	NA
"Oxidation (M)"	"Q9H910"	1317600	2523100	0	4306000	2668100	3032000	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q9H9B4"	5799500	7643200	6112100	10925000	11074000	11160000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00267"	13241000	13906000	12941000	39788000	21743000	32672000	2	1	1	2	2	2	NA	NA
"Unmodified"	"Q86UP2"	2343500	9821400	8749500	2492700	11902000	2805600	2	3	3	2	3	3	NA	NA
"Unmodified"	"P10398"	3134400	4541400	3168400	5638600	5334800	5251300	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y223"	1572600	0	0	3845100	0	3169200	1	NA	NA	1	NA	1	NA	NA
"Oxidation (M)"	"Q16881"	0	0	0	195820	3881100	5970000	NA	NA	NA	1	2	2	NA	NA
"Unmodified"	"Q96EY1"	0	11513000	9231800	0	21856000	20812000	1	1	1	1	1	1	NA	NA
"Unmodified"	"P50336"	0	1731200	0	0	3825700	2683000	NA	1	NA	NA	1	1	NA	NA
"Unmodified"	"Q96DI7"	8732000	7842900	5796700	0	7662300	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"O60678"	1561500	0	1300500	2274400	0	2393000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q13085"	1583600	1267600	1509600	3060600	0	3006600	1	1	1	1	NA	1	NA	NA
"Unmodified"	"O43504"	4166500	5818300	4866800	0	21755000	0	1	2	1	NA	1	1	NA	NA
"Unmodified"	"Q9Y3E7"	3588000	0	0	6950900	4577300	0	1	NA	NA	1	1	NA	NA	NA
"Unmodified"	"Q14161"	0	1006000	1211200	0	1587800	3614300	NA	1	1	NA	1	1	NA	NA
"Oxidation (M)"	"P84077;P61204"	53100000	2887500	2681000	87447000	20361000	0	3	1	1	2	2	NA	NA	NA
"Unmodified"	"Q9Y490"	4949200	0	5298500	12942000	4818500	10055000	1	NA	1	1	1	1	NA	NA
"Oxidation (M)"	"P35998"	0	0	3507500	12198000	6543600	4942200	NA	NA	1	2	2	1	NA	NA
"Unmodified"	"Q01780"	1503100	1823000	1612700	2797500	1878800	2509200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15057"	1492500	1517600	0	3187100	0	2006700	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P20700"	2148600	5094000	0	353920	0	0	1	1	NA	1	NA	NA	NA	NA
"Unmodified"	"Q9NUQ8"	0	0	3989700	0	0	0	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P49750"	2959800	5926100	4174300	7470600	10385000	8765100	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9BSE5"	0	0	1828600	0	0	2614300	NA	NA	1	NA	NA	1	NA	NA
"Unmodified"	"A0MZ66"	0	0	0	0	2468100	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"Q96BN8"	3994500	5284100	2359100	0	2443000	4444700	1	1	1	NA	1	1	NA	NA
"Unmodified"	"Q9NR33"	496420	559850	549460	0	0	0	1	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9BWF3"	1111700	2230700	736530	0	2743300	1836000	1	1	2	NA	1	1	NA	NA
"Unmodified"	"CON__Q28107"	3485900	3835900	2726100	6978500	8215700	5021500	1	1	1	1	1	1	"+"	NA
"Unmodified"	"Q8NDV3"	2191000	3429500	1566200	3406300	0	0	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q53LP3"	0	0	0	0	2390000	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P25205"	12286000	13117000	10271000	18576000	21593000	28667000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9H3S7"	0	2205900	1853200	6422500	2888500	0	NA	1	1	1	1	NA	NA	NA
"Unmodified"	"P49915"	0	11796000	7508500	0	14272000	0	NA	1	1	NA	1	NA	NA	NA
"Unmodified"	"P28070"	20743000	24502000	20995000	37073000	88406000	50100000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O75347"	38601000	41273000	0	92354000	56691000	71193000	1	1	NA	1	1	1	NA	NA
"Oxidation (M)"	"Q6YN16"	0	0	0	0	2699100	5152300	NA	NA	NA	NA	1	1	NA	NA
"Unmodified"	"P49761"	0	1002200	105680	0	0	0	NA	1	1	NA	NA	NA	NA	NA
"Unmodified"	"Q9H8S9;Q7L9L4"	5143400	7315300	5446100	10484000	6579600	9406600	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q5JSH3"	3389500	3714800	3124100	12317000	5256300	9936200	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43747"	1630000	2222200	1397400	4592100	2039700	3864500	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15022"	0	2458600	0	0	2318000	2607800	NA	1	NA	NA	1	1	NA	NA
"Unmodified"	"P11388"	10919000	9804700	11880000	22868000	13013000	20349000	2	1	2	2	2	2	NA	NA
"Unmodified"	"P12429"	28140000	37458000	33663000	63401000	32183000	59615000	2	2	2	2	1	2	NA	NA
"Unmodified"	"Q15392"	2776400	2513100	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"P09001"	4775000	0	0	7231200	0	6136800	1	NA	NA	1	NA	1	NA	NA
"Unmodified"	"P21333"	60917000	70072000	51245000	137400000	162470000	126100000	2	1	2	2	1	1	NA	NA
"Unmodified"	"Q5JSH3"	1411400	1188000	0	2734700	0	0	1	1	NA	1	2	NA	NA	NA
"Unmodified"	"Q9UKV3"	16421000	17173000	15277000	36474000	58530000	34962000	2	2	2	2	2	2	NA	NA
"Unmodified"	"Q92747"	0	0	0	0	0	0	1	NA	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q9H583"	2473300	0	2639300	5475500	0	0	1	NA	1	1	NA	NA	NA	NA
"Oxidation (M)"	"Q92499"	1760500	1468000	1707800	1337500	0	0	1	1	1	1	NA	NA	NA	NA
"Oxidation (M)"	"Q96TA1"	0	2896900	0	7123100	4118800	5763000	NA	1	1	1	1	1	NA	NA
"Unmodified"	"Q9ULW0"	1096000	2529800	572560	3314800	2180700	2865200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q15404"	7122100	6691400	0	0	9596100	0	1	1	1	NA	1	NA	NA	NA
"Unmodified"	"P08670"	0	0	0	0	0	0	NA	NA	NA	NA	NA	1	NA	NA
"Unmodified"	"Q86T03"	2115100	2281300	1863000	7304000	3828500	5223300	1	1	1	1	1	1	NA	NA
"Unmodified"	"P55039"	2436200	3810500	2962700	0	2735800	0	1	1	1	1	1	NA	NA	NA
"Unmodified"	"P11117"	0	0	0	0	8876800	0	NA	NA	NA	NA	1	NA	NA	NA
"Unmodified"	"P20020"	3515400	3048900	0	5884900	0	6355200	1	1	NA	1	NA	1	NA	NA
"Unmodified"	"P08581"	0	1634500	2034600	3706700	0	0	NA	1	1	1	NA	NA	NA	NA
"Unmodified"	"Q9NTX5"	1851600	0	1448000	2673500	0	2591700	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"P07384"	13423000	23123000	13921000	28694000	19054000	27526000	2	4	2	2	2	3	NA	NA
"Unmodified"	"P51452"	4238500	5696700	0	10119000	7402700	9089600	1	1	NA	1	1	1	NA	NA
"Unmodified"	"P63244"	98359000	106200000	92696000	223740000	142620000	214400000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9UKY7"	3899900	4341300	2526300	3029600	3458000	7688400	1	1	1	1	1	1	NA	NA
"Unmodified"	"O00299"	98696000	117820000	88980000	229370000	173470000	203140000	2	1	1	1	1	1	NA	NA
"Unmodified"	"Q96DV4"	2496500	2763400	2912100	4814500	3094000	4326700	1	1	1	1	1	1	NA	NA
"Unmodified"	"O95373"	22126000	27462000	2782700	51979000	36945000	34876000	2	2	1	2	2	2	NA	NA
"Unmodified"	"O60784"	1475100	2736400	0	3974200	2969600	3444200	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q13144"	482040	1723000	691860	1950700	0	3383700	1	2	1	1	NA	2	NA	NA
"Unmodified"	"Q9BTC0"	4082400	3921600	3320200	6566400	6511700	6646800	1	1	1	1	2	1	NA	NA
"Unmodified"	"Q9NQ50"	3853000	0	0	1.2e+07	6686900	8848600	1	NA	1	1	1	1	NA	NA
"Unmodified"	"P78347"	13364000	17932000	13437000	27355000	18229000	0	1	1	1	1	1	NA	NA	NA
"Oxidation (M)"	"Q13451"	1589800	1998000	1121500	3248400	1422100	2456000	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q12846"	0	2171400	0	0	0	0	NA	1	NA	NA	NA	NA	NA	NA
"Unmodified"	"Q8WUM0"	3437700	4198800	5567900	6560800	13180000	6075700	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q9Y394"	13089000	13947000	13420000	28605000	0	24502000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q9Y3B4"	14569000	14338000	13166000	27229000	46360000	26981000	1	1	1	1	1	1	NA	NA
"Unmodified"	"O43633"	2515700	5078700	0	0	4184000	5274200	1	1	1	1	1	1	NA	NA
"Unmodified"	"Q8WXX5"	22366000	26906000	15309000	53472000	0	0	1	1	1	1	NA	NA	NA	NA
"Unmodified"	"Q9BZH6"	3052200	3732200	3377300	6369900	0	4981600	1	1	1	1	NA	1	NA	NA
"Unmodified"	"Q93008;O00507"	1311100	0	0	2188100	2245300	3699200	1	NA	NA	1	1	1	NA	NA
"Unmodified"	"Q16513"	0	0	0	6410600	1401900	6632700	NA	NA	NA	1	1	2	NA	NA
"Unmodified"	"P53618"	17231000	17570000	14230000	37360000	0	34255000	1	1	1	1	NA	1	NA	NA
"Unmodified"	"P02794"	2706100	1758600	2059400	3263900	2700400	3640900	2	1	2	2	2	2	NA	NA
"Unmodified"	"P21333"	73620000	96634000	378090	1151600	1215700	24679000	2	2	1	1	1	2	NA	NA
"Acetyl (Protein N-term);Oxidation (M)"	"P55884"	2012200	0	1735200	3218900	0	3611900	1	NA	1	1	NA	1	NA	NA
"Oxidation (M)"	"P60709;P63261"	257730000	261080000	216120000	530300000	770640000	685640000	5	4	5	4	6	6	NA	NA
"Unmodified"	"P26358"	0	0	0	0	3395900	0	NA	1	NA	NA	1	NA	NA	NA
"Unmodified"	"P13798"	558240	592970	0	0	0	1030200	1	1	NA	NA	NA	1	NA	NA
"Unmodified"	"P07954"	28943000	46855000	32005000	69222000	132600000	62738000	2	2	2	2	3	2	NA	NA
"Unmodified"	"Q9Y3D3"	5441700	0	4349500	12533000	0	12344000	1	NA	1	1	NA	1	NA	NA
"Unmodified"	"Q92900"	2526800	3620000	0	5562300	7106500	5367200	1	1	NA	1	1	1	NA	NA
"Unmodified"	"Q99460"	1933900	0	1505100	4942500	0	4537200	1	1	1	1	NA	1	NA	NA
