"Experiment"	"Retention time"	"Total ion current"	"Reverse"
"HEK_201204"	79.361	2445200	"+"
"III12_210129"	17.847	33721	NA
"III23_210201"	101.23	4828000	NA
"III12_210129"	114.25	157470	NA
"HEK_201204"	110.66	17233000	NA
"VIII27_210129"	98.012	1559300	NA
"III12_210129"	35.733	4942500	NA
"HEK_210203"	48.192	65936000	NA
"HEK_201204"	51.086	8487400	NA
"HEK_201204"	19.465	2755800	"+"
"VIII27_210129"	81.115	3865700	NA
"III23_210201"	43.175	7057500	"+"
"VIII27_210129"	89.154	3789900	NA
"HEK_210203"	50.622	1749000	"+"
"HEK_210201"	36.122	7809400	NA
"HEK_210201"	68.89	4169900	NA
"HEK_201204"	95.312	14459000	NA
"HEK_210203"	52.623	6979900	"+"
"HEK_201204"	72.191	3861600	NA
"III12_210129"	99.46	2677500	NA
"III23_18compl_210129"	38.658	12012000	"+"
"HEK_210201"	37.689	3969400	NA
"HEK_201204"	80.313	1554800	NA
"III23_18compl_210129"	118.13	620420	"+"
"III23_18compl_210129"	70.777	750720	"+"
"III23_210201"	27.189	1171300	NA
"III23_210201"	120.01	242280	"+"
"HEK_201204"	65.452	4237800	NA
"HEK_210203"	46.969	3127300	NA
"III23_18compl_210129"	84.013	966610	NA
"HEK_210201"	75.696	3476000	"+"
"III12_210129"	103.44	2876400	NA
"III12_210129"	138.79	1120100	NA
"HEK_210203"	133.1	2559400	NA
"III12_210129"	71.038	4279100	NA
"VIII27_210129"	32.882	14868000	NA
"HEK_210203"	79.55	2755800	NA
"III23_210129"	126.32	1305400	NA
"III23_210201"	37.045	6243200	NA
"III23_210201"	116.96	1616400	NA
"III12_210129"	54.699	2812200	NA
"HEK_210203"	54.843	5478100	NA
"III23_18compl_210129"	120.01	362850	"+"
"III23_18compl_210129"	81.605	19837000	NA
"III23_210129"	136.25	109200	"+"
"III23_18compl_210129"	127.04	883410	NA
"VIII27_210129"	97.698	8668500	NA
"III23_210129"	37.337	10343000	NA
"HEK_210201"	38.215	3532600	"+"
"VIII27_210129"	124.55	93632	"+"
"HEK_210201"	63.955	412750	"+"
"III23_210201"	96.557	130420	NA
"HEK_210203"	20.004	4401600	NA
"HEK_210203"	56.251	6067100	NA
"III23_210129"	75.978	7418500	NA
"III23_210201"	71.681	7091300	NA
"III23_210201"	37.971	2178000	NA
"VIII27_210129"	55.787	8934400	NA
"VIII27_210129"	61.266	4161000	NA
"III23_210201"	39.59	6987100	NA
"III23_210129"	141.81	10478	NA
"HEK_210203"	67.435	6037600	NA
"III23_210201"	92.794	8968200	NA
"III23_210129"	82.988	3988800	NA
"III23_210129"	135.4	76182	"+"
"III12_210129"	46.276	71245000	NA
"III23_210201"	33.864	7636000	NA
"III23_210129"	123.19	5782100	NA
"HEK_201204"	48.361	4726400	NA
"VIII27_210129"	77.3	1647400	NA
"HEK_210203"	53.088	2128500	NA
"III23_18compl_210129"	39.69	24915000	"+"
"III23_210201"	69.308	14331000	NA
"VIII27_210129"	48.028	6500500	"+"
"III23_18compl_210129"	87.988	3906800	"+"
"III23_18compl_210129"	51	1794400	"+"
"III23_210129"	107.6	2085600	NA
"HEK_210203"	30.996	1147300	NA
"VIII27_210129"	53.628	7501500	NA
"III23_210201"	145.25	26455	"+"
"VIII27_210129"	91.234	5464600	"+"
"HEK_201204"	45.963	3442600	NA
"III23_210201"	37.286	2922100	NA
"III23_210201"	92.742	3896900	NA
"III12_210129"	64.579	825020	NA
"HEK_210203"	122.5	1067100	NA
"III23_18compl_210129"	53.996	4137900	NA
"HEK_201204"	87.606	6203100	NA
"III23_18compl_210129"	144.25	5171100	"+"
"HEK_201204"	67.888	2986400	NA
"III23_210129"	110	23463000	NA
"III23_210129"	17.298	595780	"+"
"III23_210201"	75.575	3636600	"+"
"III23_18compl_210129"	37.138	621970	"+"
"HEK_210203"	61.487	1531100	NA
"III23_18compl_210129"	27.538	8633200	"+"
"III23_210129"	121.04	175390	"+"
"III23_210201"	21.165	43100000	NA
"III23_18compl_210129"	93.649	1748800	NA
"HEK_210201"	103.92	2766000	"+"
"III12_210129"	120.9	712160	NA
"HEK_210203"	97.973	2430000	NA
"HEK_201204"	126.8	938840	"+"
"III12_210129"	33.01	4076800	NA
"HEK_210201"	120.21	927040	NA
"III12_210129"	28.775	2370600	NA
"III12_210129"	104.99	3260600	NA
"HEK_201204"	94.177	5387600	NA
"III23_210129"	35.3	8147400	NA
"III23_18compl_210129"	104.09	1788800	NA
"VIII27_210129"	130.93	70223	NA
"HEK_210201"	112.89	2405300	NA
"VIII27_210129"	10.325	4805800	NA
"III23_210129"	66.085	12697000	NA
"VIII27_210129"	44.095	4687400	NA
"HEK_210203"	19.398	11875000	"+"
"HEK_210203"	118.63	29151000	NA
"HEK_210203"	111.57	1568100	"+"
"III23_18compl_210129"	119.23	309070	"+"
"III12_210129"	34.749	2763600	NA
"HEK_210203"	15.922	27342	NA
"HEK_210203"	18.575	353090	NA
"III23_18compl_210129"	108.61	1443600	NA
"HEK_201204"	60.552	452970	NA
"III12_210129"	56.279	9649600	NA
"HEK_210203"	83.593	7925500	NA
"III23_18compl_210129"	94.168	974990	NA
"III12_210129"	141.75	194810	NA
"VIII27_210129"	101.09	631690	NA
"HEK_201204"	104.56	16230000	"+"
"VIII27_210129"	23.49	1365200	NA
"III23_210129"	29.268	17411000	NA
"III23_210201"	113.4	3283900	NA
"HEK_201204"	108.84	732480	NA
"VIII27_210129"	78.681	2384200	NA
"HEK_210203"	95.639	4142200	NA
"III12_210129"	48.222	7325800	"+"
"III23_210129"	69.129	218410	"+"
"III23_210129"	37.128	6883300	NA
"HEK_210201"	48.442	4288000	NA
"HEK_210203"	3.6241	91781	NA
"HEK_201204"	133.25	701090	NA
"VIII27_210129"	88.617	2505800	NA
"HEK_201204"	59.23	2887400	NA
"VIII27_210129"	145.02	121240	NA
"III12_210129"	21.774	785570	NA
"III12_210129"	126.53	339510	NA
"HEK_210203"	102.94	1063800	NA
"III23_210129"	68.696	5164400	NA
"HEK_210203"	16.534	246850	NA
"III23_210129"	126.23	269270	"+"
"III23_210201"	104.25	1588500	NA
"III12_210129"	133.44	190710	"+"
"HEK_201204"	126.09	1146600	NA
"III12_210129"	38.687	6997700	NA
"III23_210201"	119.62	265650	NA
"HEK_201204"	32.57	3274900	NA
"III12_210129"	81.428	1592200	NA
"HEK_201204"	71.606	5688100	NA
"HEK_210203"	113.89	1925300	NA
"III23_210129"	99.246	2088200	"+"
"III23_210201"	122.55	3824000	NA
"HEK_210201"	108	393120	NA
"HEK_201204"	96.637	6920300	NA
"III23_210129"	125.8	49562	NA
"VIII27_210129"	29.916	9263300	NA
"VIII27_210129"	84.53	4763000	NA
"III12_210129"	30.653	10385000	NA
"III23_210129"	31.224	15463000	NA
"III23_210201"	111.16	785150	"+"
"III12_210129"	73.153	2805700	NA
"VIII27_210129"	51.737	3708100	NA
"III23_210201"	30.718	2349000	NA
"III23_210201"	36.01	11944000	NA
"HEK_210201"	22.336	8988300	NA
"III23_210201"	128.76	1123100	NA
"III23_18compl_210129"	36.267	166650	NA
"VIII27_210129"	85.435	14127000	"+"
"III23_210201"	108.67	4657200	NA
"HEK_201204"	103.36	6228000	NA
"III23_210129"	23.892	333140	NA
"HEK_201204"	69.533	10991000	NA
"III23_18compl_210129"	26.149	2265600	NA
"HEK_201204"	123.24	791380	NA
"HEK_210201"	78.35	1493700	NA
"III23_210129"	33.449	21885000	NA
"HEK_201204"	72.51	17862000	NA
"HEK_210201"	124.3	172140	NA
"III23_210129"	17.691	767780	NA
"III23_210201"	80.803	6746400	NA
"VIII27_210129"	70.187	29095000	NA
"HEK_210203"	83.558	9158900	NA
"HEK_201204"	53.508	4727600	"+"
"III23_18compl_210129"	46.952	8058600	NA
"HEK_210201"	34.89	6015000	"+"
"III23_210129"	90.59	5085300	"+"
"III23_210201"	114.03	740770	NA
"III23_210129"	25.371	3528000	NA
"III12_210129"	40.894	12333000	NA
"VIII27_210129"	72.102	13592000	NA
"III23_18compl_210129"	42.525	7251800	NA
"VIII27_210129"	73.167	836230	NA
"III12_210129"	41.426	2761900	NA
"VIII27_210129"	35.407	7577500	NA
"HEK_210203"	76.994	4855300	NA
"III23_210129"	140.32	12792	NA
"VIII27_210129"	140.3	19910	NA
"HEK_210203"	117.3	811490	NA
"HEK_210201"	64.038	8041600	NA
"HEK_210201"	106.2	3147300	NA
"HEK_210201"	122.22	211290	"+"
"III23_18compl_210129"	65.862	1364300	NA
"III23_210129"	92.919	2310400	NA
"III12_210129"	61.457	15541000	"+"
"HEK_201204"	73.752	3293700	NA
"III23_210129"	62.653	4530100	NA
"HEK_210203"	138.71	23740	"+"
"III23_210201"	115.44	783860	"+"
"III23_210129"	67.169	2752700	NA
"III23_210201"	129.48	426640	"+"
"III12_210129"	134.82	271350	NA
"III23_210129"	46.938	12249000	NA
"VIII27_210129"	91.296	2990800	NA
"III23_18compl_210129"	108.12	4268500	NA
"HEK_210203"	90.982	3278700	NA
"HEK_210203"	63.75	19661000	NA
"HEK_210201"	86.045	5831400	NA
"HEK_201204"	29.894	15333000	NA
"III12_210129"	38.67	1634800	"+"
"HEK_210203"	61.311	9507500	NA
"VIII27_210129"	18.008	2629300	NA
"III23_18compl_210129"	84.613	1827600	NA
"HEK_210201"	80.557	1217600	NA
"HEK_201204"	116.11	1591600	NA
"HEK_201204"	132.53	2242100	NA
"III12_210129"	36.44	4110500	NA
"HEK_210201"	75.349	1856800	NA
"III23_18compl_210129"	67.103	7479400	NA
"HEK_201204"	76.881	2423900	NA
"HEK_210201"	33.996	5082300	"+"
"VIII27_210129"	87.083	981790	NA
"III23_18compl_210129"	16.881	19207	NA
"III23_210129"	13.06	20315	"+"
"III23_210129"	25.855	2666800	"+"
"III12_210129"	69.105	2262000	NA
"HEK_210201"	54.067	1503600	NA
"III23_210201"	45.996	10843000	NA
"III23_18compl_210129"	119.85	1287900	NA
"VIII27_210129"	76.479	1568000	"+"
"III12_210129"	128.14	376060	NA
"III23_210201"	87.444	1118100	NA
"HEK_210201"	123.32	416070	NA
"III23_210201"	27.364	7498000	NA
"HEK_210201"	37.964	2889200	NA
"III23_18compl_210129"	40.152	3888900	NA
"III12_210129"	131.6	1054600	NA
"III23_210201"	125.37	219150	NA
"HEK_210203"	26.647	4699800	NA
"III23_210201"	26.897	12375000	NA
"VIII27_210129"	89.418	4945200	NA
"III23_18compl_210129"	85.87	537440	NA
"III23_18compl_210129"	65.817	7356900	NA
"VIII27_210129"	89.468	5713800	NA
"III23_18compl_210129"	97.346	9622200	NA
"III12_210129"	78.373	1722200	NA
"III23_18compl_210129"	90.772	8966800	NA
"HEK_210201"	26.012	194760	NA
"III23_210129"	24.458	2240500	NA
"HEK_201204"	37.87	12416000	NA
"III12_210129"	24.981	10611000	NA
"III23_210129"	16.78	59296	NA
"HEK_201204"	35.521	7628200	NA
"HEK_210203"	80.904	504800	NA
"III23_210129"	92.07	1290600	NA
"HEK_210201"	55.121	3147000	NA
"VIII27_210129"	52.227	7716800	NA
"HEK_201204"	18.202	1081300	NA
"III23_210201"	60.376	6806300	NA
"III23_210201"	39.386	5395100	NA
"III23_18compl_210129"	47.957	53588000	NA
"VIII27_210129"	125.31	512550	NA
"HEK_210203"	131.41	547520	NA
"HEK_201204"	59.604	2359900	"+"
"HEK_210203"	123.05	4688500	NA
"VIII27_210129"	53.139	8234500	NA
"III23_210129"	102.37	1859000	NA
"HEK_210203"	82.789	1985500	NA
"III12_210129"	119.69	304310	"+"
"III23_18compl_210129"	82.872	9069800	NA
"HEK_210201"	27.198	1839500	"+"
"III23_210129"	72.41	930480	NA
"HEK_210201"	121.38	323230	"+"
"HEK_210201"	45.051	8522000	NA
"III23_210129"	142.53	17523	NA
"HEK_201204"	111.64	466310	NA
"III23_18compl_210129"	91.951	4451400	NA
"HEK_210203"	104.28	13074000	"+"
"HEK_210203"	127.18	31792	"+"
"VIII27_210129"	55.151	6171500	NA
"HEK_210203"	81.701	3241600	"+"
"III23_210129"	82.516	570330	NA
"III23_210129"	28.973	8840800	NA
"HEK_210201"	131.49	48435	"+"
"III23_18compl_210129"	94.564	3856200	NA
"III23_18compl_210129"	79.542	3147300	NA
"III12_210129"	68.885	1256700	NA
"III23_210201"	72.798	4075900	NA
"VIII27_210129"	29.657	6485600	"+"
"HEK_210203"	67.006	1026600	NA
"III12_210129"	91.815	3374100	NA
"III12_210129"	42.907	8106300	NA
"VIII27_210129"	88.761	14416000	NA
"HEK_201204"	38.612	4730200	NA
"III23_210201"	43.767	8801900	NA
"III23_210201"	124.92	918730	NA
"HEK_201204"	95.24	805580	NA
"III12_210129"	12.152	53039	"+"
"III23_210129"	133.43	3012200	NA
"HEK_201204"	87.83	1187000	NA
"III23_210201"	106.95	4207200	NA
"III12_210129"	57.306	4963400	NA
"III23_18compl_210129"	20.913	386140	"+"
"III23_210129"	119.57	836900	NA
"HEK_210201"	54.91	6835300	NA
"III23_210201"	47.9	9061700	NA
"HEK_201204"	25.787	4249600	"+"
"HEK_201204"	27.355	3494500	NA
"HEK_210203"	94.013	311010	"+"
"III23_210201"	45.944	2111100	NA
"HEK_210201"	44.52	8216600	NA
"III23_18compl_210129"	72.312	4026800	NA
"III23_210201"	132.51	9817600	NA
"III23_210129"	92.667	3748200	NA
"III23_210201"	131.95	214790	NA
"III12_210129"	101.5	703670	NA
"VIII27_210129"	25.315	1607400	NA
"HEK_210201"	87.982	8550800	NA
"III23_210129"	42.252	1019400	NA
"III23_210201"	109.84	2282200	NA
"III23_210201"	120.9	669470	NA
"III23_210201"	125.72	1160000	NA
"III23_210129"	112.28	799650	NA
"III23_210129"	53.746	3036300	"+"
"III23_210201"	15.25	20615	NA
"HEK_201204"	23.042	654500	NA
"III23_210201"	106.99	982110	NA
"III23_18compl_210129"	120.8	581260	NA
"III23_210129"	63.51	2007800	NA
"III12_210129"	112.67	828160	NA
"III23_210201"	84.85	1525900	NA
"HEK_201204"	51.497	7571600	NA
"HEK_210203"	90.685	9224100	NA
"VIII27_210129"	22.175	907320	NA
"VIII27_210129"	34.258	6412800	NA
"III23_210201"	136.93	45773	"+"
"VIII27_210129"	132.03	580280	NA
"III23_210201"	108.31	993690	"+"
"III23_210129"	64.48	15719000	NA
"III23_210129"	113.15	36888000	NA
"III23_18compl_210129"	39.028	2235200	NA
"HEK_201204"	23.8	13430000	"+"
"III23_210129"	96.974	1163000	NA
"HEK_201204"	81.626	78536000	NA
"VIII27_210129"	87.287	2167200	NA
"HEK_210201"	28.252	1867200	NA
"HEK_201204"	16.093	84244	NA
"HEK_210203"	122.26	784710	NA
"HEK_210203"	81.027	7557300	NA
"HEK_210201"	20.389	476660	"+"
"III23_210129"	104.01	659290	NA
"VIII27_210129"	75.589	6445100	NA
"III23_18compl_210129"	92.187	46510000	NA
"III23_210201"	32.118	7184800	NA
"HEK_201204"	124.07	49097	"+"
"HEK_201204"	46.338	639990	NA
"HEK_210201"	107.74	1784500	"+"
"HEK_210203"	69.412	1873000	NA
"III23_18compl_210129"	28.444	1649500	"+"
"III23_210201"	19.589	241370	"+"
"III23_18compl_210129"	103.26	515210	NA
"VIII27_210129"	113.97	611060	NA
"III12_210129"	37.822	3348100	"+"
"III23_18compl_210129"	21.31	776310	"+"
"III23_18compl_210129"	84.496	1965500	NA
"VIII27_210129"	33.61	6611600	NA
"III23_18compl_210129"	119.35	30510000	NA
"HEK_210203"	78.09	1946000	NA
"III12_210129"	52.562	2462300	NA
"III12_210129"	29.471	1620800	"+"
"VIII27_210129"	83.219	34278000	NA
"III23_210129"	128.08	1628800	NA
"III23_210201"	49.878	5172100	NA
"III12_210129"	109.59	1258100	NA
"III23_210201"	50.353	11908000	NA
"III12_210129"	48.505	9446200	NA
"III23_210201"	62.271	8880000	NA
"III12_210129"	47.663	5616400	NA
"III23_210129"	21.916	858020	NA
"HEK_210203"	85.079	4869900	NA
"III23_18compl_210129"	64.24	1813200	NA
"III12_210129"	72.489	5712500	NA
"III23_210201"	32.542	6778800	NA
"III23_18compl_210129"	132.08	685790	NA
"III12_210129"	42.442	4763900	NA
"HEK_201204"	33.759	3039100	"+"
"III12_210129"	54.559	2299400	NA
"HEK_201204"	94.34	1368700	"+"
"VIII27_210129"	60.246	3434800	NA
"HEK_210201"	50.944	3814700	NA
"HEK_210201"	120.96	255310	"+"
"III23_210129"	18.458	938990	"+"
"III23_210201"	60.236	3645400	NA
"III12_210129"	131.05	322350	NA
"III23_210129"	70.876	783530	NA
"III12_210129"	132.32	2388100	NA
"III23_210129"	81.866	14978000	"+"
"III12_210129"	39.879	4188500	"+"
"III23_18compl_210129"	143.01	11738	"+"
"HEK_201204"	36.351	3480300	NA
"III23_210201"	54.228	2588700	NA
"HEK_210203"	123.39	442510	NA
"HEK_210201"	126.78	2811200	NA
"III12_210129"	79.82	5986900	NA
"VIII27_210129"	68.266	3361000	"+"
"VIII27_210129"	141.58	16573	NA
"III12_210129"	71.917	5143200	NA
"HEK_210201"	104.75	2410500	NA
"III12_210129"	89.517	9037100	NA
"III23_18compl_210129"	144.06	12649	NA
"III12_210129"	32.612	12433000	NA
"III23_18compl_210129"	56.23	4525900	"+"
"III12_210129"	27.629	2403400	"+"
"III23_18compl_210129"	107.85	290360	NA
"VIII27_210129"	103.78	1134500	NA
"VIII27_210129"	87.868	37344000	NA
"HEK_201204"	25.456	3732700	NA
"HEK_210203"	130.73	57007	NA
"HEK_210201"	52.731	45518000	NA
"HEK_210203"	127.21	31459000	NA
"HEK_210203"	3.1578	10966	NA
"HEK_210201"	127.58	8883500	"+"
"HEK_201204"	42.836	2396700	NA
"HEK_201204"	38.068	9801900	NA
"III23_210129"	55.697	2695800	NA
"HEK_201204"	87.651	1759800	NA
"III23_210201"	72.339	2667700	NA
"III23_210201"	56.648	3537100	NA
"HEK_210203"	125.14	550010	NA
"III23_18compl_210129"	98.943	2648200	NA
"III23_210201"	83.178	1657000	NA
"III23_210129"	101.94	1276500	NA
"VIII27_210129"	22.555	434240	"+"
"VIII27_210129"	27.446	25008000	"+"
"HEK_210203"	34.539	16952000	NA
"III23_210129"	15.574	4722000	NA
"III23_210201"	119.52	1511400	"+"
"III23_210201"	116.17	733250	NA
"III23_210201"	34.927	600150	NA
"HEK_210201"	65.316	10845000	NA
"HEK_210203"	18.569	177140	NA
"HEK_201204"	57.806	61048000	NA
"HEK_210201"	100.37	44233000	NA
"III23_210201"	38.916	390290	"+"
"III23_18compl_210129"	24.192	7937400	NA
"III23_18compl_210129"	31.791	9193900	"+"
"III23_210129"	61.187	6219300	NA
"III12_210129"	83.534	4166300	NA
"III23_18compl_210129"	96.83	3096100	NA
"III23_210201"	123.86	855670	"+"
"HEK_201204"	31.5	5796900	NA
"III12_210129"	81.9	460720	NA
"HEK_210201"	29.269	7885800	"+"
"III23_210201"	92.431	2513900	NA
"HEK_210201"	26.863	7480800	NA
"HEK_210203"	103.76	5330900	"+"
"III23_18compl_210129"	66.023	1035400	NA
"III12_210129"	110.98	2079600	NA
"III23_210201"	73.491	8871400	NA
"HEK_201204"	61.42	3166400	"+"
"III23_210201"	80.975	2939500	NA
"VIII27_210129"	20.115	3778000	NA
"HEK_210201"	110.8	680380	"+"
"III23_210129"	28.374	27017000	"+"
"HEK_210203"	64.145	2690700	"+"
"HEK_210203"	97.837	8342100	NA
"VIII27_210129"	108.7	580240	NA
"HEK_210201"	97.414	7829300	NA
"III23_210129"	23.17	851810	NA
"III12_210129"	46.92	7192500	"+"
"III12_210129"	77.799	14279000	NA
"III23_210129"	57.61	12737000	NA
"HEK_210203"	105.83	1724500	NA
"III23_210129"	72.264	4928100	NA
"HEK_210201"	68.071	189800	NA
"HEK_210203"	56.203	4704600	NA
"III23_210129"	44.1	27014000	"+"
"III23_18compl_210129"	98.814	1540600	"+"
"VIII27_210129"	112.59	859680	"+"
"III23_210129"	130.62	238230	"+"
"HEK_210203"	41.375	34544000	NA
"III12_210129"	91.175	2570500	NA
"III23_18compl_210129"	78.507	1554200	NA
"III23_210201"	98.45	2411900	NA
"III12_210129"	90.872	9154600	NA
"HEK_210203"	22.367	581450	"+"
"III23_18compl_210129"	33.289	3129300	NA
"III23_210201"	49.597	11840000	NA
"III12_210129"	124.43	1306700	NA
"III23_210129"	24.721	6196900	"+"
"III23_18compl_210129"	42.865	71303000	NA
"III23_210201"	77.959	4965900	"+"
"HEK_201204"	60.921	7137500	NA
"III23_18compl_210129"	24.335	1013300	NA
"HEK_210203"	73.435	1921500	NA
"III23_210129"	99.899	4754600	NA
"HEK_210201"	30.169	1122900	NA
"III23_210201"	53.04	9278900	NA
"III23_210201"	20.426	2974700	"+"
"HEK_210203"	96.568	18090000	NA
"HEK_210201"	57.97	7074100	NA
"VIII27_210129"	84.385	7857800	NA
"HEK_210201"	72.442	2005500	NA
"HEK_201204"	102.63	1714500	NA
"III12_210129"	81.413	2413900	NA
"III23_210129"	69.691	13516000	NA
"HEK_201204"	60.345	11091000	NA
"III12_210129"	19.295	1623500	NA
"III23_210201"	82.13	3598000	"+"
"III23_210129"	31.558	4916900	NA
"III23_210129"	132.28	2067700	NA
"VIII27_210129"	120.1	297130	NA
"HEK_210201"	31.956	1743100	NA
"HEK_201204"	124.69	1608000	NA
"VIII27_210129"	84.677	3628500	NA
"VIII27_210129"	62.239	6742100	NA
"III23_210201"	76.77	9230100	NA
"III12_210129"	17.588	189730	"+"
"III12_210129"	33.586	1986100	NA
"HEK_210201"	90.307	260890	"+"
"III23_210201"	71.763	6253600	"+"
"VIII27_210129"	30.467	5358400	NA
"III23_210129"	5.8489	44040	"+"
"VIII27_210129"	48.404	7393600	NA
"HEK_201204"	27.704	8055800	NA
"VIII27_210129"	38.041	4810800	NA
"HEK_210201"	45.312	399820	NA
"III23_18compl_210129"	36.697	6512200	NA
"VIII27_210129"	15.235	39099	"+"
"HEK_210201"	58.544	1732800	NA
"HEK_210203"	131.62	134760	"+"
"HEK_210203"	65.404	20004000	NA
"III23_18compl_210129"	102.71	8670000	NA
"III23_210201"	110.83	884800	"+"
"HEK_210201"	63.129	2181800	"+"
"III12_210129"	97.788	1730200	NA
"HEK_210203"	32.059	5931500	"+"
"HEK_210201"	128.17	614610	NA
"HEK_210201"	23.512	804890	NA
"HEK_201204"	96.491	596090	NA
"III23_210201"	53.64	4352300	NA
"III23_18compl_210129"	70.58	2702200	NA
"VIII27_210129"	108.74	2136300	NA
"III23_210129"	107.25	376620	NA
"VIII27_210129"	40.993	3702300	NA
"HEK_210203"	67.501	3299100	NA
"HEK_210201"	65.386	799810	NA
"III23_210201"	131.12	128870	"+"
"III23_18compl_210129"	117.55	1430200	NA
"III12_210129"	121.78	418870	"+"
"III23_210201"	144.75	7301.7	"+"
"III23_210201"	46.145	804640	NA
"HEK_201204"	49.788	2886400	NA
"III12_210129"	128.82	23626000	"+"
"III23_210201"	126.61	1938300	NA
"HEK_210201"	102.27	1079100	NA
"III23_210201"	57.216	4443800	NA
"HEK_210201"	110.96	721520	NA
"VIII27_210129"	97.318	2490200	NA
"III23_210201"	52.202	4743700	NA
"VIII27_210129"	58.12	6422800	NA
"III23_18compl_210129"	19.642	687300	NA
"HEK_210203"	60.426	5053800	NA
"HEK_201204"	26.367	1797400	NA
"HEK_201204"	42.833	2219200	NA
"III23_210129"	62.878	6587700	NA
"HEK_201204"	133.74	303260	"+"
"HEK_210203"	75.303	1559700	NA
"HEK_210203"	28.774	13768000	NA
"VIII27_210129"	73.747	423010	NA
"III23_210201"	121.63	2189400	NA
"III23_210201"	58.052	412620	NA
"VIII27_210129"	113.06	3273200	"+"
"HEK_201204"	134.9	285420	NA
"III23_210201"	63.303	10883000	NA
"III23_210129"	125.42	342710	NA
"III23_210129"	66.397	2817700	"+"
"HEK_210201"	90.656	1095900	"+"
"HEK_210201"	135.74	26285	NA
"HEK_210203"	75.692	508190	NA
"HEK_210203"	42.06	1603100	NA
"III12_210129"	58.147	7775900	NA
"III23_18compl_210129"	76.642	4862400	NA
"III23_18compl_210129"	122.94	567800	"+"
"III23_210201"	46.193	5927700	NA
"VIII27_210129"	19.582	1415100	NA
"III23_18compl_210129"	0.061679	7911200	"+"
"HEK_210201"	15.188	28946	"+"
"III23_18compl_210129"	33.803	6491500	NA
"HEK_201204"	40.548	1987700	NA
"HEK_210203"	49.615	2093300	NA
"HEK_201204"	88.066	19461000	NA
"VIII27_210129"	50.556	2289800	NA
"III23_210129"	28.125	6200200	NA
"III23_18compl_210129"	64.29	2168500	NA
"III23_18compl_210129"	37.725	34594000	NA
"HEK_210201"	61.591	10966000	"+"
"HEK_201204"	107.25	1905300	NA
"HEK_201204"	42.672	5352200	NA
"III23_210129"	40.149	3235400	NA
"HEK_210201"	99.356	870210	NA
"III23_18compl_210129"	118.33	1832300	"+"
"VIII27_210129"	80.364	1206100	NA
"III23_210129"	55.489	7240800	NA
"III23_18compl_210129"	115.12	917860	NA
"III23_210201"	99.257	2494300	NA
"VIII27_210129"	70.424	15974000	NA
"HEK_210203"	97.182	17409000	"+"
"HEK_210203"	106.06	3332400	"+"
"HEK_210203"	28.166	13551000	NA
"HEK_210203"	70.628	1465200	NA
"III23_210201"	144.93	23776	NA
"III23_210129"	27.309	1241100	NA
"III23_210201"	42.394	9277600	NA
"VIII27_210129"	68.677	7983400	NA
"HEK_210201"	104.9	338480	"+"
"HEK_201204"	42.207	9486200	"+"
"III12_210129"	133.88	76864	NA
"III23_18compl_210129"	110.17	204410	NA
"III12_210129"	65.899	123040000	"+"
"VIII27_210129"	25.022	23833000	NA
"HEK_210201"	60.036	22835000	NA
"HEK_210201"	32.933	445820	NA
"III12_210129"	64.271	1120500	NA
"VIII27_210129"	53.294	684950	NA
"III23_210129"	69.806	1708200	NA
"III23_18compl_210129"	97.614	1106700	NA
"III23_18compl_210129"	111.07	6889100	NA
"HEK_210203"	97.419	9824700	NA
"HEK_210203"	77.004	3582800	NA
"HEK_201204"	61.582	21905000	NA
"VIII27_210129"	19.973	660010	"+"
"VIII27_210129"	66.685	3403600	NA
"III23_210201"	28.205	4810700	"+"
"III12_210129"	115.6	283250	"+"
"III23_18compl_210129"	92.093	4153100	"+"
"III23_18compl_210129"	72.962	8292200	NA
"HEK_210201"	17.668	695180	NA
"III23_210201"	130.02	194340	NA
"III23_210201"	119.15	320970	"+"
"HEK_201204"	19.637	2139400	NA
"III23_18compl_210129"	123.98	87600	NA
"HEK_210201"	25.208	8616400	NA
"III12_210129"	120.82	2140000	NA
"VIII27_210129"	111.2	2407200	NA
"III23_18compl_210129"	126.27	129870	NA
