"Experiment"	"Retention time"	"Cycle time"	"MS/MS count"
"HEK_210201"	21.821	6.715	117
"HEK_210203"	4.2605	0.36761	1
"HEK_210203"	137.01	0.53925	4
"HEK_201204"	141.07	0.32043	0
"III23_210201"	3.398	0.32458	0
"III23_210201"	8.1628	0.32547	0
"III23_18compl_210129"	9.7498	0.37296	1
"III12_210129"	148.87	0.32501	0
"III23_210129"	137.73	0.31677	0
"VIII27_210129"	66.41	2.1098	38
"III23_210129"	9.6721	0.32793	0
"III23_210129"	148.51	0.32501	0
"HEK_201204"	31.023	2.051	40
"HEK_210203"	145.69	0.42664	2
"III23_18compl_210129"	142.51	0.61707	5
"HEK_201204"	15.162	0.31992	0
"HEK_201204"	26.504	6.2173	112
"III23_18compl_210129"	141.6	0.3653	1
"HEK_210201"	143.88	0.49347	3
"HEK_201204"	56.267	2.0407	38
"VIII27_210129"	29.221	5.7145	103
"III23_210129"	92.198	2.119	36
"III23_210201"	141.65	0.36713	1
"HEK_201204"	1.7708	0.3227	0
"III23_18compl_210129"	9.7786	0.33016	0
"HEK_210203"	137.37	0.31403	0
"III23_210201"	53.292	2.1357	40
"HEK_210203"	59.734	6.2798	109
"III23_210129"	12.722	0.32015	0
"VIII27_210129"	10.921	0.54411	4
"III23_210201"	75.636	2.1469	38
"HEK_210201"	2.8881	0.42273	2
"III12_210129"	10.104	0.32776	0
"HEK_210203"	4.7529	0.32407	0
"VIII27_210129"	139.82	0.32227	0
"III23_18compl_210129"	142.71	0.33417	0
"III23_18compl_210129"	145.21	0.37445	1
"HEK_201204"	72.488	2.1249	38
"HEK_201204"	12.304	0.31918	0
"III23_18compl_210129"	11.696	0.32015	0
"III23_210129"	75.664	6.6747	113
"III23_18compl_210129"	145.41	0.32867	0
"III23_210129"	52.577	2.0485	38
"III12_210129"	0.82925	0.32349	0
"VIII27_210129"	149.58	0.32501	0
"VIII27_210129"	149.08	0.42297	2
"VIII27_210129"	73.356	6.384	107
"HEK_201204"	148.15	0.32501	0
"VIII27_210129"	26.222	6.1412	107
"III23_210201"	144.6	0.55481	4
"HEK_210203"	138.16	0.48248	3
"VIII27_210129"	17.225	4.0171	63
"HEK_201204"	146.18	0.32593	0
"HEK_201204"	4.9326	0.32361	0
"III23_18compl_210129"	15.827	0.4565	3
"III23_210201"	147.55	0.32593	0
"III12_210129"	139.81	0.35706	1
"HEK_210203"	147.14	0.32593	0
"III23_18compl_210129"	64.049	1.9528	36
"VIII27_210129"	17.608	5.2388	81
"III23_210201"	46.956	1.9505	38
"HEK_201204"	61.155	6.1897	113
"III23_210129"	142.67	0.55481	4
"III12_210129"	148.14	0.36163	1
"III23_18compl_210129"	139.17	0.32043	0
"HEK_201204"	143.84	0.33417	0
"HEK_201204"	8.5202	0.32518	0
"III12_210129"	103.73	6.6426	106
"III23_210129"	12.739	0.36381	1
"III23_210201"	69.893	2.0201	36
"HEK_201204"	103.63	6.9452	118
"VIII27_210129"	141.08	0.32043	0
"III12_210129"	11.44	0.35723	1
"III23_18compl_210129"	132.61	2.0709	36
"HEK_210203"	94.977	2.0302	36
"III12_210129"	148.32	0.3241	0
"HEK_210203"	6.825	0.36813	1
"III23_210129"	4.5433	0.32338	0
"HEK_201204"	38.026	2.076	38
"III23_18compl_210129"	6.8598	0.32616	0
"VIII27_210129"	3.1277	0.42234	2
"III23_18compl_210129"	142.35	0.55206	4
"III12_210129"	8.0895	0.32467	0
"HEK_210201"	13.808	0.31906	0
"HEK_210201"	137.42	0.41473	2
"HEK_210201"	9.8297	0.32776	0
"III12_210129"	11.808	0.31958	0
"HEK_210201"	12.727	0.319	0
"HEK_210203"	148.36	0.32501	0
"III23_210201"	110.09	7.1109	115
"HEK_210203"	11.921	0.31981	0
"HEK_210201"	148.83	0.32593	0
"HEK_210201"	142.05	0.36804	1
"III23_18compl_210129"	10.085	0.3297	0
"III23_18compl_210129"	61.164	6.3867	116
"HEK_210203"	144.4	0.49347	3
"HEK_210203"	70.029	2.1021	38
"III12_210129"	12.493	0.32003	0
"HEK_210201"	140.52	0.35614	1
"HEK_201204"	146.43	0.36987	1
"HEK_201204"	138.4	0.31769	0
"III12_210129"	8.8887	0.36158	1
"III23_210129"	140.06	0.36621	1
"HEK_201204"	5.9444	0.32395	0
"HEK_210203"	122.02	6.6824	101
"HEK_210201"	9.6861	0.36398	1
"III23_210129"	13.518	0.36381	1
"VIII27_210129"	27.349	2.1399	38
"VIII27_210129"	135.87	0.31036	0
"III12_210129"	146.07	0.32501	0
"VIII27_210129"	93.882	2.1313	38
"HEK_210203"	8.5444	0.32558	0
"HEK_210203"	141.96	0.35889	1
"VIII27_210129"	79.198	6.4893	108
"III23_210201"	148.3	0.32593	0
"III23_210129"	136.02	0.53467	4
"HEK_201204"	142.86	0.49164	3
"VIII27_210129"	147.45	0.3241	0
"VIII27_210129"	52.509	2.1121	38
"VIII27_210129"	11.994	0.319	0
"HEK_210201"	146.87	0.32593	0
"III23_18compl_210129"	137.53	0.47699	3
"III23_210129"	142.72	0.53192	4
"VIII27_210129"	9.0431	0.32593	0
"HEK_201204"	147.07	0.32501	0
"HEK_210201"	4.6083	0.32404	0
"VIII27_210129"	139.92	0.42114	2
"HEK_201204"	142.08	0.6665	6
"III23_210129"	41.568	1.9661	36
"III23_18compl_210129"	1.2377	0.32492	0
"III23_210129"	144.52	0.33234	0
"III23_18compl_210129"	24.608	6.3352	106
"HEK_210203"	7.0495	0.36853	1
"III23_210201"	11.393	0.32169	0
"III23_210129"	3.3356	0.42262	2
"III23_210201"	140.64	0.3186	0
"HEK_210201"	37.679	1.991	36
"III23_210129"	0.11239	0.48372	3
"III12_210129"	63.33	2.0311	38
"VIII27_210129"	75.439	2.0311	36
"III23_18compl_210129"	119.64	6.6811	103
"III23_210201"	72.893	6.6948	118
"III23_210129"	137.69	0.31311	0
"III23_210129"	145.53	0.32776	0
"HEK_210201"	136.11	1.1069	13
"VIII27_210129"	149.14	0.40649	2
"VIII27_210129"	1.8154	0.32388	0
"III12_210129"	83.938	2.0549	36
"HEK_210201"	4.129	0.36089	1
"HEK_201204"	144.06	0.43121	2
"III23_210201"	143.15	0.33234	0
"HEK_201204"	144.46	0.33234	0
"III12_210129"	7.0492	0.32358	0
"III12_210129"	1.6018	0.3235	0
"III23_210201"	137.14	0.31494	0
"VIII27_210129"	23.524	1.9999	36
"III23_210129"	141.33	0.3653	1
"HEK_201204"	6.647	0.32395	0
"HEK_210201"	10.248	0.32793	0
"HEK_210203"	15.511	0.36512	1
"HEK_210203"	13.439	0.32101	0
"HEK_201204"	145.17	0.32867	0
"VIII27_210129"	13.796	0.36398	1
"HEK_210203"	1.9789	0.32495	0
"HEK_201204"	31.296	1.986	36
"III23_210129"	139.7	0.47974	3
"III23_210129"	3.7772	0.36677	1
"VIII27_210129"	124.6	6.6852	100
"HEK_201204"	4.444	0.3229	0
"HEK_201204"	147.01	0.36804	1
"III12_210129"	8.7582	0.3249	0
"III23_18compl_210129"	139.23	0.41656	2
"VIII27_210129"	142.18	0.5484	4
"III23_210201"	52.112	2.0451	38
"VIII27_210129"	49.204	2.0267	38
"III23_210201"	149	0.32593	0
"III23_210201"	101.35	6.9626	118
"III23_210201"	147.76	0.36987	1
"III23_18compl_210129"	95.947	2.0334	36
"HEK_201204"	23.193	6.5295	112
"III23_210201"	38.257	2.1355	40
"III23_210201"	5.9291	0.32381	0
"HEK_210203"	13.578	0.32084	0
"HEK_210201"	12.774	0.36341	1
"III23_210201"	138.64	0.36346	1
"HEK_201204"	6.9993	0.32378	0
"HEK_201204"	143.35	0.55481	4
"HEK_210201"	94.485	6.416	103
"III23_210129"	147.15	0.32593	0
"III23_210201"	97.926	2.0306	36
"III23_210201"	50.676	2.062	38
"III12_210129"	138.13	0.4184	2
"III12_210129"	143.73	0.33325	0
"III23_18compl_210129"	11.239	0.35803	1
"III23_210129"	11.226	0.3586	1
"III23_210129"	143.3	0.55756	4
"III23_210201"	12.818	0.31986	0
"III12_210129"	109.35	6.7699	108
"HEK_210203"	140.93	0.36438	1
"III23_18compl_210129"	9.2661	0.42709	2
"HEK_201204"	139.23	0.31952	0
"VIII27_210129"	137.89	0.66559	6
"III23_18compl_210129"	145.85	0.32684	0
"VIII27_210129"	6.309	0.32332	0
"III23_210129"	145.97	0.32776	0
"VIII27_210129"	5.2819	0.32295	0
"III23_18compl_210129"	4.1526	0.32495	0
"III23_18compl_210129"	25.189	2.1089	38
"HEK_210203"	8.9851	0.36982	1
"III23_18compl_210129"	14.196	0.41937	2
"III23_210129"	133.51	1.983	34
"HEK_210201"	141.26	0.48065	3
"VIII27_210129"	145.25	0.37262	1
"III23_210129"	19.167	6.6566	108
"HEK_201204"	9.9045	0.32764	0
"III23_210201"	51.336	2.0302	36
"HEK_210201"	14.04	0.36306	1
"III23_18compl_210129"	52.514	2.1224	38
"III23_210201"	11.173	0.40455	2
"HEK_201204"	33.58	2.0192	36
"III23_18compl_210129"	7.7415	0.3707	1
"VIII27_210129"	4.066	0.32295	0
"III12_210129"	6.7913	0.3233	0
"III12_210129"	5.8541	0.40478	2
"III23_210129"	3.3486	0.36036	1
"III23_210201"	12.497	0.32072	0
"III23_210201"	26.888	2.0602	38
"III12_210129"	5.6883	0.35957	1
"III23_210201"	147.36	0.36987	1
"HEK_210203"	10.537	0.42812	2
"HEK_201204"	140.14	0.31952	0
"HEK_210201"	139.11	0.48248	3
"HEK_210203"	6.1018	0.36847	1
"HEK_201204"	96.63	1.9817	34
"HEK_210203"	133.04	2.0288	36
"HEK_210203"	138.11	0.47974	3
"HEK_201204"	43.227	5.8326	113
"III23_210201"	66.403	6.46	112
"III23_210201"	30.393	1.9669	36
"III23_210129"	1.7491	0.35992	1
"III23_18compl_210129"	7.2037	0.32704	0
"HEK_210203"	139.24	0.60516	5
"III12_210129"	25.478	2.0103	38
"III12_210129"	3.1867	0.32291	0
"VIII27_210129"	138.52	0.32135	0
"HEK_201204"	62.521	6.5403	114
"VIII27_210129"	72.535	1.945	36
"III23_210201"	137.9	0.41748	2
"III23_210201"	115.7	6.6628	105
"III23_210129"	2.8609	0.32395	0
"HEK_201204"	34.616	2.005	38
"HEK_201204"	149.22	0.3241	0
"III23_210129"	10.931	0.32347	0
"III23_210201"	12.137	0.35734	1
"III23_210201"	148.52	0.36804	1
"HEK_201204"	147.97	0.32501	0
"III23_210201"	105.5	7.1544	118
"HEK_201204"	67.761	2.1172	38
"III23_18compl_210129"	5.158	0.36152	1
"III12_210129"	32.594	2.0499	36
"VIII27_210129"	30.935	2.0456	40
"III23_18compl_210129"	148.95	0.32593	0
"HEK_210201"	90.583	6.703	113
"III23_18compl_210129"	4.8756	0.3257	0
"HEK_201204"	132.71	2.124	36
"III12_210129"	145.55	0.32684	0
"HEK_210203"	63.371	1.9645	36
"III23_210129"	8.4339	0.32461	0
"III23_210129"	140.48	0.31952	0
"III23_210129"	146.56	0.36255	1
"III12_210129"	0.6656	0.32312	0
"III23_18compl_210129"	149.6	0.32593	0
"III23_210201"	137.78	0.54108	4
"HEK_210201"	3.0586	0.40596	2
"III12_210129"	2.8753	0.48344	3
"HEK_201204"	12.812	0.35603	1
"HEK_210203"	6.8453	0.32395	0
"HEK_210201"	15.446	0.54119	4
"III23_210201"	135.7	0.65735	6
"HEK_210203"	2.0389	0.32504	0
"III23_210201"	1.7567	0.3245	0
"III23_18compl_210129"	7.6678	0.32616	0
"III12_210129"	17.798	5.7057	88
"VIII27_210129"	77.249	6.5428	117
"HEK_210201"	137.68	0.4129	2
"HEK_201204"	10.891	0.40512	2
"III23_210201"	12.399	0.36421	1
"III23_18compl_210129"	7.9513	0.42472	2
"III12_210129"	145.21	0.48798	3
"HEK_201204"	4.5322	0.32278	0
"III12_210129"	145.8	0.4248	2
"HEK_210203"	110.73	2.011	36
"III23_210129"	16.955	4.0028	60
"VIII27_210129"	139.44	0.4184	2
"HEK_210201"	9.6459	0.32827	0
"III12_210129"	148.42	0.32501	0
"VIII27_210129"	148.31	0.36804	1
"III23_210201"	144.62	0.3772	1
"HEK_210201"	4.8613	0.32427	0
"III12_210129"	3.9612	0.36673	1
"HEK_210201"	20.643	6.7234	113
"III23_210129"	138.27	0.4184	2
"III23_210129"	15.576	0.76933	8
"III23_210201"	2.5756	0.36843	1
"VIII27_210129"	132.81	2.0526	36
"VIII27_210129"	6.185	0.32324	0
"VIII27_210129"	130.1	6.5588	100
"III23_18compl_210129"	138.98	0.32043	0
"HEK_201204"	148.74	0.32501	0
"HEK_210203"	62.747	2.1254	38
"HEK_210203"	8.0755	0.36203	1
"HEK_201204"	12.611	0.40066	2
"HEK_210203"	145.38	0.37354	1
"HEK_201204"	10.137	0.32804	0
"HEK_210203"	70.064	6.5762	116
"HEK_201204"	6.5691	0.42183	2
"HEK_210201"	7.2575	0.32378	0
"HEK_210203"	48.777	1.9608	36
"III23_210129"	90.986	6.2544	105
"HEK_201204"	146.79	0.32593	0
"III12_210129"	145.63	0.32684	0
"III23_210129"	148.92	0.32501	0
"III12_210129"	52.252	2.1229	38
"HEK_210203"	19.3	6.6779	106
"HEK_210201"	142.09	0.32501	0
"HEK_201204"	14.602	0.39299	2
"III23_210129"	137.22	0.3598	1
"VIII27_210129"	149.1	0.32501	0
"III12_210129"	149.22	0.36804	1
"VIII27_210129"	108.14	7.0139	115
"HEK_210201"	15.876	0.47968	3
"III23_18compl_210129"	48.645	2.1428	40
"HEK_210203"	149.78	0.32501	0
"III23_210201"	149.89	0.36804	1
"III12_210129"	15.947	0.64402	6
"HEK_201204"	36.897	2.1188	40
"HEK_210201"	138.36	0.35614	1
"HEK_210203"	13.529	0.41805	2
"III12_210129"	10.369	0.32822	0
"III12_210129"	147.68	0.32593	0
"III23_18compl_210129"	13.562	0.32118	0
"HEK_210201"	8.0621	0.32421	0
"VIII27_210129"	144.27	0.37811	1
"HEK_201204"	1.7439	0.32305	0
"III23_18compl_210129"	14.292	0.32084	0
"III23_18compl_210129"	9.6136	0.32988	0
"III12_210129"	146.29	0.32501	0
"HEK_210201"	109.11	6.8481	108
"III23_210201"	149.67	0.36255	1
"III12_210129"	12.276	0.31923	0
"III23_18compl_210129"	49.127	5.9807	108
"III23_210129"	146.19	0.32684	0
"III12_210129"	12.741	0.36352	1
"III23_210201"	138.36	0.41656	2
"HEK_201204"	143.97	0.33325	0
"III23_210201"	144.22	0.67841	6
"HEK_210201"	36.835	5.9019	108
"HEK_201204"	6.094	0.36718	1
"III23_18compl_210129"	16.034	0.32261	0
"VIII27_210129"	10.04	0.36432	1
"III23_210129"	96.794	1.9821	34
"III23_210129"	141.4	0.48431	3
"III23_18compl_210129"	46.198	2.1101	40
"HEK_210203"	143.33	0.49347	3
"HEK_210201"	100.98	1.9258	34
"III23_18compl_210129"	96.786	6.7685	112
"HEK_210203"	145.1	0.33142	0
"VIII27_210129"	148.41	0.36987	1
"VIII27_210129"	0.93445	0.32398	0
"III23_210201"	147.82	0.36987	1
"III12_210129"	52.186	1.9508	36
"HEK_210203"	8.6852	0.37033	1
"HEK_210203"	87.511	6.9566	116
"VIII27_210129"	12.56	0.31998	0
"HEK_201204"	12.103	0.31878	0
"III12_210129"	1.3182	0.32334	0
"HEK_210201"	5.1164	0.42226	2
"III12_210129"	126.35	6.5685	100
"HEK_201204"	7.5296	0.32473	0
"III23_18compl_210129"	94.355	2.0586	36
"HEK_210203"	6.5524	0.484	3
"III23_210129"	6.4671	0.32278	0
"HEK_201204"	135.71	2.0444	28
"HEK_210203"	145.21	0.32959	0
"III23_18compl_210129"	0.70939	0.32474	0
"HEK_210203"	9.3429	0.3281	0
"III23_210201"	7.8277	0.32478	0
"VIII27_210129"	126.71	6.7241	105
"VIII27_210129"	70.081	1.94	34
"VIII27_210129"	2.0312	0.32345	0
"HEK_210203"	149.35	0.32593	0
"HEK_201204"	53.09	6.554	118
"HEK_210201"	136.44	0.85602	9
"III23_210129"	142.48	0.42847	2
"III23_210129"	4.069	0.32312	0
"VIII27_210129"	143.76	0.55573	4
"HEK_210201"	56.252	6.2684	112
"HEK_201204"	135.82	1.5939	21
"III23_18compl_210129"	38.523	2.013	38
"III12_210129"	2.8039	0.42116	2
"VIII27_210129"	149.38	0.32501	0
"III12_210129"	49.578	2.0258	36
"HEK_210201"	36.691	2.078	38
"III23_18compl_210129"	7.3603	0.42529	2
"III23_210201"	2.8188	0.36069	1
"VIII27_210129"	7.9196	0.32433	0
"III23_210129"	8.3101	0.32524	0
"III12_210129"	12.051	0.32003	0
"HEK_210203"	87.918	6.6302	109
"HEK_201204"	34.789	2.0249	36
"III23_18compl_210129"	1.7671	0.36848	1
"III23_210129"	15.813	0.62347	6
"III23_18compl_210129"	139.23	0.41748	2
"III23_18compl_210129"	2.642	0.32484	0
"III12_210129"	24.731	6.7589	119
"HEK_210201"	1.9365	0.32384	0
"III23_210201"	10.159	0.3293	0
"HEK_210203"	38.77	2.0068	38
"III23_210129"	14.258	0.35797	1
"VIII27_210129"	139.23	0.54291	4
"VIII27_210129"	146.99	0.32593	0
"HEK_210203"	0.8627	0.32453	0
"III12_210129"	132.98	2.0316	36
"III23_210129"	113.03	6.6811	105
"III23_18compl_210129"	74.768	6.7287	114
"III23_18compl_210129"	24.008	6.1066	101
"HEK_201204"	5.5428	0.36667	1
"III12_210129"	142.5	0.32959	0
"HEK_201204"	15.285	0.31969	0
"HEK_210201"	2.7969	0.32443	0
"HEK_201204"	2.3166	0.35986	1
"III23_210129"	46.321	2.1156	38
"III23_210129"	94.538	2.1208	36
"HEK_201204"	87.303	1.9849	36
"III23_210129"	43.534	6.4108	115
"III23_210129"	64.672	2.0073	36
"HEK_201204"	147.16	0.3241	0
"III23_210129"	76.24	2.021	36
"HEK_201204"	43.426	2.0526	40
"VIII27_210129"	67.127	2.0279	36
"III12_210129"	66.037	6.4503	110
"III23_18compl_210129"	6.2722	0.36873	1
"HEK_210203"	57.731	2.0201	38
"VIII27_210129"	10.058	0.36478	1
"III23_210129"	147.21	0.32593	0
"HEK_210203"	10.801	0.37302	1
"III23_210129"	11.264	0.54296	4
"III23_210201"	139.35	0.48157	3
"VIII27_210129"	1.2413	0.36002	1
"III23_210201"	139.49	0.31952	0
"VIII27_210129"	0.41586	0.36784	1
"III23_210129"	141.21	0.31952	0
"III23_210201"	3.789	0.36781	1
"HEK_210203"	125.03	5.2094	79
"III23_210129"	11.846	0.32015	0
"HEK_210203"	90.931	2.0586	36
"HEK_210201"	100.65	2.0229	36
"HEK_210201"	4.8505	0.32415	0
"III23_18compl_210129"	6.8543	0.32664	0
"III12_210129"	6.2874	0.32304	0
"III23_18compl_210129"	142.39	0.42847	2
"III23_18compl_210129"	9.8853	0.42841	2
"HEK_210203"	138.24	0.4184	2
"HEK_210203"	147.61	0.36896	1
"III23_210129"	5.7573	0.3229	0
"III23_210201"	103.06	6.6769	107
"VIII27_210129"	137.84	0.41931	2
"III23_18compl_210129"	5.6147	0.36183	1
"HEK_210201"	137.48	0.41382	2
"HEK_210203"	147.01	0.36896	1
"III12_210129"	139.9	0.32043	0
"HEK_210201"	94.193	6.5231	103
"HEK_210203"	11.805	0.32015	0
"HEK_210201"	148.93	0.36163	1
"III12_210129"	148.49	0.36072	1
"HEK_201204"	10.271	0.32793	0
"HEK_201204"	2.0774	0.32344	0
"III23_210201"	142.44	0.32867	0
"III23_210201"	74.201	2.0531	36
"III23_18compl_210129"	126.76	6.606	100
"III23_210201"	11.744	0.31998	0
"III23_18compl_210129"	108.62	6.9191	110
"HEK_210203"	143.67	0.43213	2
"III23_210129"	138.51	0.35614	1
"III23_18compl_210129"	75.516	6.4352	108
"VIII27_210129"	148.41	0.32501	0
"III23_210129"	6.3725	0.35929	1
"III23_210201"	14.133	0.41908	2
"VIII27_210129"	146.12	0.36255	1
"III23_18compl_210129"	2.9235	0.32573	0
"III12_210129"	138.63	0.32135	0
"HEK_201204"	1.7162	0.32347	0
"III23_210129"	142.45	0.55115	4
"III23_18compl_210129"	149.72	0.36804	1
"III23_210201"	3.8492	0.36817	1
"III23_18compl_210129"	140.19	0.31952	0
"III23_18compl_210129"	3.2877	0.32546	0
"III12_210129"	15.007	0.41914	2
"HEK_210203"	14.118	0.32124	0
"III12_210129"	147.5	0.32501	0
"HEK_210203"	0.066066	0.59398	5
"III23_210129"	37.051	2.0029	38
"III23_18compl_210129"	9.4899	0.33016	0
"HEK_201204"	138.4	0.3186	0
"HEK_210201"	8.6925	0.48409	3
"III23_210201"	41.318	5.0668	93
"HEK_210201"	11.195	0.36604	1
"HEK_201204"	99.585	1.9798	36
"III23_210129"	87.906	1.9972	38
"HEK_201204"	15.623	0.36421	1
"HEK_210203"	5.0956	0.32393	0
"VIII27_210129"	12.084	0.31969	0
"III23_210201"	9.2455	0.36364	1
"HEK_210201"	145.16	0.32867	0
"III12_210129"	0.34	0.32393	0
"HEK_201204"	5.5043	0.32258	0
"HEK_201204"	8.8173	0.3249	0
"HEK_210203"	145.6	0.32776	0
"VIII27_210129"	7.6661	0.3685	1
"III23_18compl_210129"	100.38	2.0329	36
"HEK_210201"	5.5493	0.32427	0
"HEK_210201"	13.886	0.35597	1
"III23_18compl_210129"	4.0071	0.32561	0
"III23_18compl_210129"	15.81	0.54314	4
"HEK_210203"	141.39	0.36438	1
"HEK_210203"	77.74	6.4586	103
"HEK_210201"	143.31	0.36896	1
"III23_18compl_210129"	139.56	0.35522	1
"HEK_210201"	147.7	0.32501	0
"III23_18compl_210129"	64.151	6.5451	112
"III12_210129"	5.9463	0.32372	0
"III23_18compl_210129"	136.91	0.65094	6
"III23_210129"	4.4453	0.36733	1
"III23_210129"	2.7115	0.48633	3
"HEK_210201"	34.649	5.907	109
"VIII27_210129"	9.7573	0.37199	1
"III23_210129"	99.37	6.8568	116
"III23_18compl_210129"	136.18	0.41016	2
"HEK_201204"	16.913	2.6407	38
"III12_210129"	10.532	0.32913	0
"HEK_210201"	6.0395	0.32455	0
"VIII27_210129"	64.097	6.6	118
"HEK_210201"	149.55	0.32593	0
"III12_210129"	142.61	0.49072	3
"VIII27_210129"	11.429	0.36386	1
"III23_210129"	137.41	0.47699	3
"HEK_201204"	44.014	6.1734	114
"III23_18compl_210129"	141.99	0.48157	3
"HEK_210203"	7.7897	0.3253	0
"HEK_201204"	55.469	2.0222	38
"III23_18compl_210129"	12.776	0.32043	0
"III23_210129"	1.2155	0.32432	0
"HEK_210203"	14.311	0.41862	2
"HEK_201204"	2.959	0.32288	0
"HEK_201204"	144.51	0.33142	0
"III23_18compl_210129"	149.8	0.32593	0
"III23_210129"	10.496	0.32856	0
"III23_18compl_210129"	9.2008	0.42612	2
"HEK_210201"	5.2029	0.36813	1
"III23_210129"	15.482	0.60448	5
"III23_210129"	1.3931	0.36737	1
"III23_210129"	145.88	0.36438	1
"VIII27_210129"	12.57	0.31952	0
"III23_18compl_210129"	137.55	0.31769	0
"VIII27_210129"	145.51	0.32684	0
"HEK_210201"	142.82	0.33142	0
"HEK_210203"	137.58	0.47607	3
"HEK_210203"	141.47	0.41931	2
"III23_18compl_210129"	145.48	0.37262	1
"VIII27_210129"	148.71	0.47791	3
"VIII27_210129"	14.01	0.35666	1
"HEK_201204"	148.66	0.32501	0
"VIII27_210129"	141.88	0.36438	1
"III23_210129"	2.4105	0.42207	2
"HEK_210203"	148.37	0.36896	1
"III23_18compl_210129"	15.378	0.36507	1
"III23_210201"	7.7653	0.32495	0
"HEK_210203"	149.08	0.32501	0
"HEK_210201"	1.9676	0.32516	0
"III23_210129"	8.4579	0.42343	2
"III23_18compl_210129"	90.179	6.4828	105
"III12_210129"	120.92	6.7809	105
"III23_210129"	145.5	0.32776	0
"HEK_210201"	147.37	0.36255	1
"III23_18compl_210129"	14.886	0.41925	2
"III23_18compl_210129"	140.26	0.36255	1
"III23_18compl_210129"	57.827	6.5197	109
"VIII27_210129"	10.824	0.35894	1
"III23_18compl_210129"	4.6912	0.32504	0
"III23_210201"	139.13	0.36255	1
"III23_210129"	139	0.36438	1
"HEK_201204"	2.6067	0.32325	0
"HEK_210201"	20.415	6.7533	111
"III23_210129"	16.264	0.72704	7
"III23_18compl_210129"	6.5761	0.32564	0
"HEK_201204"	149.65	0.32501	0
"HEK_210203"	93.473	6.7772	116
"HEK_210203"	34.548	2.0728	38
"III23_210129"	140.84	0.35797	1
"III23_18compl_210129"	105.43	6.9447	110
"HEK_210203"	148.81	0.32593	0
"HEK_201204"	34.307	2.0931	40
"III23_210201"	29.056	6.269	111
"III23_210201"	147.16	0.32593	0
"III23_210201"	9.8527	0.32862	0
"III23_18compl_210129"	146.44	0.32593	0
"HEK_210203"	15.11	0.47424	3
"HEK_201204"	3.0948	0.32318	0
"HEK_210203"	135.78	0.31036	0
"HEK_210203"	15.424	0.79079	8
"III23_18compl_210129"	4.8425	0.3251	0
"III12_210129"	140.28	0.32043	0
"III23_210129"	143.52	0.43121	2
"III12_210129"	6.91	0.32375	0
"VIII27_210129"	62.681	2.1332	38
"HEK_201204"	5.966	0.32312	0
"III23_18compl_210129"	138.6	0.3186	0
"HEK_210201"	135.87	0.47058	3
"HEK_210203"	2.5578	0.32477	0
"III12_210129"	9.9652	0.3285	0
"VIII27_210129"	142.24	0.55023	4
"III23_210201"	12.947	0.54239	4
"III23_210201"	8.6298	0.37004	1
"III12_210129"	149.64	0.3241	0
"VIII27_210129"	10.28	0.32907	0
"III12_210129"	137.02	0.60791	5
"III12_210129"	137.12	0.3186	0
"III23_210201"	3.9018	0.32388	0
"VIII27_210129"	3.0967	0.32407	0
"HEK_201204"	144.55	0.33142	0
"VIII27_210129"	8.9982	0.32495	0
"III23_18compl_210129"	113.32	6.9566	111
"III23_18compl_210129"	9.3006	0.3293	0
"HEK_201204"	139.21	0.36346	1
"III23_210201"	58.365	2.0377	38
"VIII27_210129"	4.2687	0.4866	3
"HEK_210203"	7.0664	0.32516	0
"HEK_210203"	139.33	0.47882	3
"III12_210129"	5.896	0.32384	0
"HEK_210201"	8.9427	0.32518	0
"III23_210201"	147.75	0.32593	0
"III23_210201"	13.215	0.31986	0
"III12_210129"	7.1655	0.35969	1
"HEK_201204"	15.732	0.48031	3
"III12_210129"	103.87	7.0317	116
"VIII27_210129"	38.108	1.9308	36
"HEK_210201"	148.87	0.32501	0
"III23_18compl_210129"	139.02	0.4184	2
"HEK_210201"	72.204	2.0068	36
"VIII27_210129"	8.2172	0.32478	0
"HEK_210201"	10.947	0.42212	2
"HEK_210203"	92.233	2.0503	36
"VIII27_210129"	100.73	2.0311	36
"III23_210129"	141.84	0.32593	0
"HEK_201204"	51.593	2.0508	36
"HEK_210203"	146.07	0.32684	0
"III12_210129"	46.374	2.0148	38
"III12_210129"	103.99	6.6371	107
"III12_210129"	0.41522	0.36772	1
"HEK_201204"	11.804	0.31918	0
"HEK_201204"	5.6426	0.32301	0
"III12_210129"	147.41	0.36804	1
"III23_18compl_210129"	130.67	6.5826	100
"VIII27_210129"	0.88303	0.36812	1
"III23_210201"	6.4203	0.32312	0
"III23_210129"	149.72	0.32501	0
"III12_210129"	137.67	0.60242	5
"III12_210129"	15.498	0.4188	2
"HEK_210201"	33.845	2.103	38
"III23_18compl_210129"	4.2732	0.36939	1
"III23_210201"	141.36	0.48157	3
"HEK_201204"	55.296	2.084	38
"III23_210129"	138.14	0.41748	2
"HEK_201204"	137.81	0.53925	4
"HEK_210201"	148.48	0.32593	0
"HEK_210203"	146.33	0.36987	1
"HEK_210203"	147.77	0.32593	0
"VIII27_210129"	139.02	0.42023	2
"HEK_210201"	0.77648	0.32448	0
"HEK_210201"	135.32	2.3099	32
"VIII27_210129"	1.8654	0.32395	0
"III23_210201"	65.658	6.3799	110
"VIII27_210129"	3.2027	0.48294	3
"HEK_201204"	8.3125	0.3249	0
"III12_210129"	8.8107	0.36203	1
