"Experiment"	"Retention time"	"Cycle time"	"MS/MS count"
"III23_210201"	113.95	6.7804	107
"III23_210201"	7.6874	0.36907	1
"HEK_210201"	13.683	0.35557	1
"HEK_201204"	141.19	0.41931	2
"HEK_210201"	10.588	0.42692	2
"III12_210129"	138.55	0.31952	0
"III12_210129"	0.81307	0.32327	0
"HEK_201204"	57.734	1.9631	38
"III23_210129"	9.5482	0.42549	2
"HEK_210203"	137.51	0.47791	3
"HEK_201204"	139.71	0.32043	0
"HEK_210203"	9.739	0.37313	1
"HEK_201204"	115.23	6.324	97
"III23_210201"	137.93	0.35431	1
"HEK_210201"	106.81	6.731	112
"III23_210129"	59.873	1.9881	36
"III23_18compl_210129"	5.1296	0.3249	0
"HEK_210201"	5.7404	0.3241	0
"III12_210129"	29.056	6.1864	113
"III23_210201"	147.58	0.32593	0
"HEK_210203"	144.3	0.33508	0
"III23_210129"	138.94	0.47974	3
"III12_210129"	147.57	0.3241	0
"III23_210201"	142.23	0.48523	3
"VIII27_210129"	2.5923	0.32395	0
"III23_210129"	47.554	1.9608	38
"HEK_210203"	60.72	2.0467	38
"III23_18compl_210129"	52.413	1.9469	36
"III12_210129"	55.448	6.3959	111
"HEK_210203"	122.47	6.7195	101
"HEK_210203"	13.885	0.36415	1
"HEK_201204"	146.88	0.36987	1
"III23_18compl_210129"	142.57	0.36804	1
"HEK_210201"	98.352	1.9862	36
"HEK_210201"	1.3188	0.32548	0
"HEK_201204"	88.338	2.0764	36
"VIII27_210129"	140.83	0.36438	1
"HEK_210201"	143.16	0.33325	0
"III23_18compl_210129"	139.91	0.32135	0
"VIII27_210129"	4.8153	0.32275	0
"HEK_210203"	66.065	6.9209	117
"III23_210201"	2.5523	0.32371	0
"III23_210129"	138.42	0.31677	0
"III23_18compl_210129"	1.8504	0.3247	0
"III23_210201"	1.084	0.36065	1
"III23_210201"	139.79	0.3186	0
"HEK_210201"	3.1473	0.36859	1
"VIII27_210129"	149.65	0.32501	0
"VIII27_210129"	9.981	0.32816	0
"VIII27_210129"	147.61	0.36896	1
"VIII27_210129"	10.613	0.37176	1
"HEK_210203"	139.23	0.35706	1
"HEK_210201"	17.033	3.8216	59
"HEK_210203"	144.78	0.43121	2
"HEK_210203"	4.5676	0.40558	2
"III23_210201"	29.412	5.4604	102
"HEK_201204"	148.09	0.42297	2
"HEK_210203"	138.36	0.4184	2
"HEK_210201"	2.6806	0.32441	0
"VIII27_210129"	141.39	0.48157	3
"III23_18compl_210129"	9.579	0.33039	0
"III12_210129"	32.226	2.0828	40
"HEK_201204"	149.96	0.32501	0
"III23_210201"	70.949	1.9862	36
"HEK_210201"	46.449	1.9867	36
"HEK_201204"	141.29	0.3653	1
"HEK_201204"	51.385	2.013	36
"HEK_201204"	0.73813	0.32317	0
"III23_210201"	4.9906	0.3608	1
"III23_18compl_210129"	92.774	6.774	112
"III23_210129"	5.2982	0.32361	0
"III23_210129"	135.7	0.65552	6
"III23_210201"	141.82	0.42297	2
"HEK_201204"	148.02	0.36163	1
"III23_210129"	143.74	0.37811	1
"HEK_201204"	4.2205	0.36687	1
"HEK_210201"	148.65	0.32593	0
"III23_210201"	70.212	2.0288	36
"HEK_210201"	79.888	6.6765	113
"III23_210201"	103.17	7.0486	117
"III23_210129"	73.437	6.5652	117
"III23_18compl_210129"	148.75	0.32501	0
"III23_210129"	142.29	0.36438	1
"HEK_210203"	89.035	1.9849	36
"VIII27_210129"	147.23	0.36163	1
"HEK_210201"	147.01	0.32684	0
"III23_18compl_210129"	85.94	6.2682	100
"III23_210129"	143.54	0.37811	1
"III23_18compl_210129"	63.028	1.9668	36
"III12_210129"	5.5496	0.32312	0
"III12_210129"	141.26	0.48157	3
"III23_210129"	120.03	6.8028	104
"III23_18compl_210129"	111.62	6.6614	103
"III23_210129"	147.26	0.32593	0
"HEK_201204"	147.15	0.32501	0
"III12_210129"	4.296	0.3237	0
"HEK_210203"	143.93	0.49438	3
"III23_210201"	144.93	0.33142	0
"HEK_201204"	94.357	2.0302	36
"HEK_210201"	12.792	0.41674	2
"III12_210129"	144.78	0.32959	0
"III23_18compl_210129"	141.9	0.36713	1
"HEK_210203"	139.17	0.3186	0
"HEK_201204"	142.43	0.42847	2
"VIII27_210129"	6.038	0.3239	0
"VIII27_210129"	145.89	0.32593	0
"III23_18compl_210129"	138.39	0.41656	2
"III23_210201"	3.3628	0.36803	1
"III12_210129"	12.01	0.4549	3
"HEK_201204"	14.495	0.35591	1
"HEK_210203"	138.52	0.36255	1
"III23_210129"	146.54	0.32684	0
"III23_210201"	149.8	0.36987	1
"III12_210129"	5.0433	0.36681	1
"III12_210129"	9.7885	0.42686	2
"III23_210129"	149.87	0.32501	0
"HEK_210203"	37.641	2.1117	40
"III23_18compl_210129"	34.917	6.4469	115
"HEK_210201"	3.0767	0.36138	1
"HEK_201204"	3.6918	0.32351	0
"III23_210129"	137.17	0.41565	2
"HEK_201204"	2.2711	0.32334	0
"HEK_201204"	33.681	5.8903	108
"HEK_201204"	136.29	0.53375	4
"HEK_210203"	6.6187	0.36057	1
"III12_210129"	113.75	6.8079	107
"HEK_201204"	86.01	2.1176	38
"HEK_201204"	12.092	0.31878	0
"III23_210201"	1.8898	0.36803	1
"III23_210129"	8.018	0.36873	1
"VIII27_210129"	79.128	2.038	36
"III23_18compl_210129"	1.3284	0.32473	0
"HEK_201204"	138.13	0.36255	1
"III12_210129"	142.18	0.32684	0
"III12_210129"	111.05	1.7052	23
"III23_18compl_210129"	63.273	6.5115	115
"HEK_201204"	64.14	6.6559	116
"III23_210129"	120.37	6.6463	103
"III23_210201"	13.624	0.32146	0
"III23_210129"	83.532	2.054	38
"III23_210129"	11.762	0.32015	0
"III23_18compl_210129"	42.962	6.194	112
"HEK_201204"	140.51	0.47974	3
"VIII27_210129"	70.65	6.3222	109
"HEK_201204"	84.314	6.7108	113
"III23_210201"	1.651	0.32433	0
"III23_210129"	4.8517	0.36733	1
"III23_210129"	142.02	0.42114	2
"HEK_201204"	13.673	0.31992	0
"VIII27_210129"	2.4385	0.32397	0
"HEK_210201"	48.277	1.9736	36
"III23_18compl_210129"	1.6668	0.32528	0
"III23_18compl_210129"	12.431	0.31998	0
"HEK_210203"	136.37	0.60425	5
"VIII27_210129"	3.522	0.32368	0
"HEK_210203"	1.7537	0.32491	0
"HEK_210203"	134.87	3.8553	58
"HEK_210201"	9.8004	0.32833	0
"HEK_210203"	7.806	0.32513	0
"HEK_201204"	2.2496	0.32284	0
"III23_210201"	6.7967	0.42226	2
"HEK_210201"	4.8223	0.32401	0
"HEK_210203"	11.932	0.31986	0
"HEK_210201"	4.5051	0.32407	0
"VIII27_210129"	8.3331	0.32467	0
"HEK_210203"	138.35	0.3186	0
"III23_210129"	9.0695	0.32587	0
"III23_210201"	50.779	6.3856	113
"III23_210129"	9.2705	0.37159	1
"III12_210129"	7.9986	0.32467	0
"HEK_201204"	110.96	1.122	15
"III23_210129"	86.86	2.0334	36
"HEK_210201"	78.654	5.9651	97
"HEK_201204"	78.85	6.785	117
"HEK_210203"	27.394	5.6863	97
"VIII27_210129"	24.679	2.0937	38
"HEK_201204"	149.99	0.3241	0
"III23_210129"	5.8562	0.32272	0
"III23_18compl_210129"	145.17	0.36621	1
"III23_18compl_210129"	139.84	0.48065	3
"HEK_210201"	2.4446	0.3252	0
"III12_210129"	77.424	1.9299	36
"III23_210129"	144.45	0.33234	0
"VIII27_210129"	2.5599	0.32337	0
"III23_18compl_210129"	142.55	0.33234	0
"VIII27_210129"	83.687	6.7845	112
"VIII27_210129"	148.15	0.36987	1
"HEK_210201"	0.29841	0.32435	0
"III12_210129"	139.72	0.36438	1
"III23_18compl_210129"	20.398	6.583	106
"HEK_201204"	66.27	2.092	38
"III12_210129"	5.528	0.32301	0
"III12_210129"	139.82	0.32043	0
"III23_210129"	7.3012	0.36003	1
"HEK_201204"	149.02	0.36163	1
"III12_210129"	2.8469	0.32312	0
"III23_210201"	139.31	0.36163	1
"VIII27_210129"	122.14	6.6678	102
"III23_210201"	15.296	0.66799	6
"VIII27_210129"	145.61	0.37079	1
"III23_18compl_210129"	64.117	2.0251	36
"HEK_210203"	8.4058	0.32604	0
"III23_210129"	139.63	0.41748	2
"III23_18compl_210129"	2.5687	0.36903	1
"HEK_201204"	1.2827	0.32269	0
"III23_210129"	10.378	0.37176	1
"III23_210201"	142.36	0.48706	3
"III23_210201"	5.0739	0.42209	2
"HEK_201204"	4.8773	0.32292	0
"III23_210201"	15.915	0.32084	0
"III12_210129"	145.06	0.32867	0
"III23_210129"	141.03	0.36438	1
"HEK_210201"	39.387	6.4158	115
"III12_210129"	145.93	0.32684	0
"HEK_210203"	13.467	0.32049	0
"III12_210129"	16.107	0.78793	8
"III23_210129"	143.13	0.33325	0
"HEK_210203"	4.2666	0.36118	1
"HEK_210203"	39.351	2.0039	36
"III23_210201"	139.36	0.47974	3
"III23_210201"	144.68	0.33234	0
"HEK_201204"	8.0623	0.32553	0
"HEK_210201"	8.5246	0.32501	0
"III23_18compl_210129"	35.384	2.0892	38
"VIII27_210129"	142.54	0.59692	5
"VIII27_210129"	16.244	1.1039	13
"VIII27_210129"	138.63	0.36438	1
"III23_210129"	4.6257	0.32284	0
"HEK_210203"	0.5893	0.32538	0
"HEK_210201"	10.82	0.37096	1
"VIII27_210129"	10.391	0.55189	4
"III23_210201"	7.4766	0.32473	0
"III12_210129"	142.04	0.4834	3
"HEK_201204"	12.669	0.36283	1
"HEK_201204"	3.9177	0.32324	0
"III23_18compl_210129"	55.718	2.0842	38
"HEK_201204"	144.91	0.32867	0
"III23_210201"	12.797	0.40174	2
"III12_210129"	2.6029	0.32332	0
"HEK_210203"	54.375	2.1243	38
"HEK_210201"	12.899	0.31866	0
"HEK_201204"	13.08	0.36272	1
"III12_210129"	39.127	2.0057	38
"HEK_201204"	41.956	2.1151	40
"HEK_210203"	35.997	2.0847	38
"III23_210201"	11.668	0.32066	0
"III12_210129"	120.59	6.4778	101
"HEK_201204"	5.0553	0.36667	1
"III23_210129"	137.76	0.47974	3
"VIII27_210129"	25.373	6.3548	107
"VIII27_210129"	139.54	0.3653	1
"III23_18compl_210129"	145.38	0.32867	0
"III23_210129"	136.09	0.72327	7
"III23_210129"	1.8787	0.32413	0
"III23_210201"	50.5	2.0361	38
"HEK_210203"	144.4	0.49713	3
"III23_18compl_210129"	8.5052	0.32764	0
"HEK_201204"	137.28	0.31769	0
"HEK_210203"	6.1434	0.3608	1
"HEK_210203"	148.37	0.32501	0
"III23_210201"	8.0865	0.32536	0
"HEK_210203"	128.68	6.145	92
"HEK_201204"	1.6887	0.35972	1
"III12_210129"	30.021	2.0001	38
"III23_210129"	10.508	0.36581	1
"HEK_210203"	6.4213	0.40538	2
"III23_210201"	90.269	2.0938	36
"III12_210129"	142.79	0.37537	1
"HEK_201204"	6.2181	0.32324	0
"III12_210129"	70.82	6.4375	106
"III23_18compl_210129"	4.6038	0.32527	0
"HEK_201204"	137.37	0.6015	5
"HEK_210203"	146.81	0.32776	0
"HEK_210201"	5.7102	0.42223	2
"III12_210129"	112.96	6.7781	107
"III23_18compl_210129"	149.99	0.42297	2
"HEK_210203"	52.852	2.0544	36
"III12_210129"	10.667	0.32867	0
"III23_210129"	4.3781	0.36767	1
"III23_18compl_210129"	4.0126	0.3247	0
"HEK_210201"	111.06	3.0203	45
"III12_210129"	6.0547	0.32324	0
"III23_18compl_210129"	6.1647	0.42357	2
"III12_210129"	1.2412	0.32382	0
"III23_210201"	3.7389	0.4224	2
"HEK_201204"	57.45	2.1128	38
"HEK_201204"	7.0047	0.32424	0
"III23_210129"	0.63592	0.32351	0
"HEK_210203"	13.152	0.4192	2
"VIII27_210129"	84.335	2.0261	36
"III12_210129"	141.91	0.55023	4
"VIII27_210129"	34.507	1.9835	38
"VIII27_210129"	149.28	0.42297	2
"III23_18compl_210129"	144	0.33417	0
"HEK_201204"	5.0668	0.3231	0
"VIII27_210129"	146.08	0.32593	0
"III23_210129"	55.886	2.0325	36
"III12_210129"	138.15	0.36438	1
"III12_210129"	54.313	2.0382	38
"III23_18compl_210129"	3.5375	0.32537	0
"III23_18compl_210129"	12.26	0.41845	2
"III23_210201"	1.7159	0.3248	0
"III23_210129"	9.3419	0.32764	0
"HEK_201204"	33.942	2.092	38
"HEK_210201"	45.756	1.9862	38
"III23_210201"	40.856	4.8958	88
"HEK_210203"	8.0307	0.32478	0
"III23_18compl_210129"	138.77	0.48157	3
"VIII27_210129"	141.22	0.32227	0
"HEK_201204"	148.03	0.32501	0
"III23_210201"	10.303	0.42652	2
"III23_210129"	7.8697	0.42349	2
"HEK_210201"	147.4	0.36987	1
"III23_210201"	139.63	0.3186	0
"III23_18compl_210129"	4.3403	0.36901	1
"III12_210129"	2.508	0.36705	1
"III23_210129"	148.66	0.36987	1
"III23_210129"	147.89	0.36896	1
"III23_210129"	93.788	6.5666	106
"HEK_210203"	11.8	0.31963	0
"HEK_210203"	141.41	0.32043	0
"HEK_210201"	144.04	0.47699	3
"VIII27_210129"	1.7176	0.32432	0
"VIII27_210129"	10.005	0.36478	1
"III23_18compl_210129"	7.3154	0.32601	0
"III23_210129"	138.28	0.36346	1
"HEK_210203"	12.68	0.54119	4
"VIII27_210129"	145.88	0.37079	1
"HEK_201204"	3.9354	0.32314	0
"III23_210201"	28.53	5.2887	97
"III23_210201"	89.814	1.9359	36
"HEK_210203"	10.682	0.32948	0
"III23_210129"	109.99	6.725	105
"HEK_201204"	148.79	0.32593	0
"VIII27_210129"	147.28	0.42389	2
"HEK_210203"	49.16	2.0128	38
"HEK_210203"	145.83	0.37079	1
"HEK_201204"	147.51	0.36896	1
"III23_210201"	148.93	0.32501	0
"HEK_210201"	51.145	2.121	40
"III23_210201"	8.2968	0.32507	0
"III23_18compl_210129"	139.87	0.31952	0
"HEK_210201"	11.909	0.31969	0
"III12_210129"	1.0613	0.42237	2
"VIII27_210129"	37.758	1.9352	38
"III23_18compl_210129"	139.38	0.41748	2
"HEK_201204"	2.4809	0.32325	0
"HEK_210201"	143.13	0.49164	3
"III12_210129"	138.44	0.48065	3
"III12_210129"	6.4922	0.32338	0
"III23_210201"	66.292	6.6211	117
"III23_210129"	13.995	0.36404	1
"VIII27_210129"	7.1176	0.32427	0
"HEK_210201"	1.7676	0.32432	0
"III23_210129"	14.902	0.32152	0
"III12_210129"	141.67	0.42297	2
"III23_210129"	11.188	0.42006	2
"III12_210129"	2.4545	0.32264	0
"HEK_210201"	68.329	6.4009	110
"HEK_210203"	1.5939	0.3685	1
"HEK_210201"	144.14	0.33234	0
"III23_18compl_210129"	9.1657	0.37268	1
"HEK_201204"	2.5706	0.32331	0
"VIII27_210129"	147.85	0.32593	0
"HEK_210201"	10.839	0.36507	1
"III23_210201"	89.199	2.0549	36
"HEK_210201"	10.967	0.45897	3
"VIII27_210129"	7.8625	0.32504	0
"HEK_201204"	11.413	0.31929	0
"III12_210129"	73.299	6.5492	108
"HEK_210201"	90.479	2.1213	38
"III23_210201"	6.9766	0.36072	1
"HEK_210203"	12.441	0.47985	3
"III23_210201"	140.74	0.36346	1
"III12_210129"	5.189	0.32284	0
"III23_18compl_210129"	56.49	6.2769	109
"III23_18compl_210129"	48.681	6.5671	117
"HEK_201204"	4.0721	0.32304	0
"III23_210201"	141.89	0.32501	0
"VIII27_210129"	62.4	2.062	38
"VIII27_210129"	14.74	0.36409	1
"VIII27_210129"	113.31	6.8193	108
"HEK_201204"	10.383	0.32776	0
"HEK_201204"	110.98	1.701	25
"III23_18compl_210129"	50.734	2.0938	38
"III23_210129"	144.55	0.33325	0
"III12_210129"	45.715	2.089	38
"HEK_210201"	3.7927	0.32428	0
"III23_210201"	88.574	2.0256	36
"HEK_201204"	70.743	6.1812	106
"III12_210129"	109.92	6.9411	108
"III23_210201"	141.31	0.31952	0
"III23_210201"	15.237	0.48111	3
"VIII27_210129"	63.454	2.1215	38
"HEK_210201"	73.375	1.9377	36
"VIII27_210129"	37.861	2.108	38
"HEK_201204"	0.77116	0.42082	2
"III23_210201"	13.221	0.36427	1
"III23_210129"	8.6846	0.36186	1
"HEK_210201"	143.52	0.33417	0
"HEK_210201"	143.82	0.3717	1
"III23_210201"	6.4324	0.32418	0
"III23_210129"	143.09	0.43121	2
"III12_210129"	137.01	0.54108	4
"HEK_210201"	0.36348	0.32498	0
"HEK_201204"	6.9446	0.32407	0
"III23_210129"	10.409	0.3285	0
"III23_18compl_210129"	7.7306	0.32742	0
"HEK_201204"	148.58	0.32593	0
"III12_210129"	137.62	0.35797	1
"HEK_201204"	64.069	2.0641	38
"III23_210129"	52.332	6.4652	118
"HEK_201204"	138.49	0.31769	0
"HEK_210201"	144.61	0.33142	0
"III23_210129"	146.66	0.32593	0
"HEK_210201"	144.07	0.49622	3
"VIII27_210129"	15.932	0.60625	5
"HEK_210203"	137.63	0.4129	2
"III23_210201"	13.355	0.32049	0
"III23_210201"	126.19	6.6911	102
"III23_210201"	142.42	0.67657	6
"III23_210129"	93.541	2.0068	36
"III23_210129"	0.97707	0.36793	1
"HEK_210203"	146.3	0.32684	0
"III23_210129"	4.2937	0.32298	0
"III23_210201"	135.72	0.7196	7
"III12_210129"	7.2781	0.3677	1
"III23_18compl_210129"	142.21	0.37079	1
"HEK_201204"	8.2089	0.32507	0
"HEK_210203"	137.49	0.41565	2
"VIII27_210129"	62.227	1.946	36
"VIII27_210129"	7.3897	0.36824	1
"VIII27_210129"	135.89	0.35248	1
"III23_210129"	106.28	6.7273	106
"III23_18compl_210129"	138.19	0.31769	0
"III23_210129"	133.39	7.251	118
"III23_18compl_210129"	13.914	0.32061	0
"HEK_201204"	142.17	0.36896	1
"HEK_201204"	142.47	0.60791	5
"III12_210129"	0.45374	0.36769	1
"III23_18compl_210129"	16.039	0.73059	7
"III12_210129"	41.657	2.0876	38
"HEK_201204"	46.647	2.097	38
"III23_210129"	7.8875	0.32504	0
"III23_210129"	81.065	2.032	36
"HEK_210201"	22.491	1.9645	36
"III23_18compl_210129"	108.1	2.0055	36
"III23_18compl_210129"	129.71	6.611	102
"HEK_210203"	66.029	2.1213	36
"HEK_201204"	139.4	0.31952	0
"VIII27_210129"	0.08951	0.32448	0
"III23_210129"	4.9223	0.3669	1
"VIII27_210129"	145.41	0.32776	0
"HEK_210203"	6.2769	0.4224	2
"III23_210129"	12.245	0.36392	1
"HEK_201204"	2.6848	0.32277	0
"HEK_210203"	86.355	6.8079	116
"III12_210129"	17.423	5.1205	78
"III23_210129"	12.795	0.41782	2
"III23_210201"	137.15	0.53558	4
"VIII27_210129"	3.6174	0.32288	0
"III23_210201"	142.04	0.36621	1
"III23_210201"	136.7	0.6665	6
"III23_210129"	9.9265	0.42669	2
"III23_18compl_210129"	2.1168	0.36095	1
"HEK_210201"	87.821	1.9876	36
"HEK_201204"	113.36	6.4897	101
"HEK_201204"	139.53	0.35706	1
"III23_18compl_210129"	40.09	1.989	36
"HEK_210203"	145.83	0.37079	1
"HEK_210201"	9.7771	0.3705	1
"HEK_210201"	13.145	0.3186	0
"HEK_201204"	75.311	6.6193	118
"HEK_210201"	7.4106	0.36796	1
"III23_210201"	52.284	6.3123	112
"VIII27_210129"	85.438	2.0306	36
"HEK_210201"	147.57	0.36987	1
"III23_18compl_210129"	15.835	0.42011	2
"III12_210129"	4.0806	0.32287	0
"HEK_210203"	145.93	0.37079	1
"HEK_210201"	36.621	2.1279	38
"HEK_210203"	117.75	6.8188	106
"III23_210129"	1.251	0.3604	1
"III23_18compl_210129"	142.94	0.33508	0
"III12_210129"	141.59	0.48431	3
"HEK_210201"	147.63	0.32501	0
"III23_18compl_210129"	144.02	0.43213	2
"HEK_210203"	145.51	0.42755	2
"III12_210129"	60.754	2.1217	38
"VIII27_210129"	2.0789	0.35954	1
"VIII27_210129"	12.709	0.31992	0
"HEK_201204"	131.26	6.5845	100
"III23_210201"	137.48	0.35431	1
"HEK_210203"	8.2032	0.44357	3
"HEK_201204"	9.8881	0.32793	0
"III23_18compl_210129"	16.141	0.48134	3
"III23_18compl_210129"	62.809	6.7477	116
"III23_18compl_210129"	15.559	0.41971	2
"HEK_210201"	70.234	2.1149	38
"III23_210201"	141.91	0.32318	0
"III12_210129"	138	0.32135	0
"HEK_210201"	5.315	0.32398	0
"III23_18compl_210129"	10.644	0.32959	0
"HEK_210201"	142.62	0.33051	0
"III23_210201"	102	6.9795	118
"HEK_201204"	10.699	0.32724	0
"III23_18compl_210129"	145.35	0.32867	0
"III12_210129"	15.287	0.76326	8
"III12_210129"	14.601	0.32078	0
"III23_18compl_210129"	140.7	0.47882	3
"III23_18compl_210129"	0.51569	0.32543	0
"III23_210201"	12.01	0.31981	0
"III23_210201"	146.86	0.32684	0
"III12_210129"	136.43	0.85236	9
"HEK_210201"	6.8012	0.36796	1
"III23_210129"	42.796	6.7474	119
"III23_210129"	143.22	0.49438	3
"HEK_210203"	11.81	0.32003	0
"III23_18compl_210129"	72.255	6.4801	110
"HEK_201204"	115.45	6.6449	104
"III23_210201"	8.1259	0.32461	0
"III12_210129"	12.223	0.36381	1
"III23_210201"	137.56	0.35889	1
"III12_210129"	136.67	0.54199	4
"HEK_210203"	15.782	0.7057	7
"III23_18compl_210129"	7.6842	0.32693	0
"HEK_201204"	145.91	0.32593	0
"III12_210129"	15.051	0.32089	0
"III23_210129"	147.98	0.32593	0
"III23_18compl_210129"	4.0234	0.32455	0
"HEK_201204"	10.758	0.32833	0
"III23_210129"	74.004	2.0499	36
"HEK_210201"	129.41	6.5781	101
"HEK_210203"	10.515	0.33022	0
"III23_18compl_210129"	145.74	0.37079	1
"III12_210129"	11.286	0.41891	2
"VIII27_210129"	37.118	2.0526	40
"HEK_201204"	8.1246	0.32473	0
"HEK_210203"	40.076	6.4739	113
"HEK_201204"	0.96825	0.36674	1
"VIII27_210129"	147.38	0.32593	0
"HEK_210201"	117.86	6.6138	103
"III23_18compl_210129"	44.741	5.6605	109
"III23_210129"	0.39209	0.32352	0
"III23_210129"	2.7635	0.36786	1
"HEK_210201"	88.867	2.1474	38
"HEK_201204"	145.29	0.3717	1
"HEK_210201"	136.39	0.60699	5
"VIII27_210129"	8.8019	0.32541	0
"III12_210129"	143.37	0.49622	3
"III12_210129"	7.1904	0.3241	0
"HEK_210201"	6.8745	0.35963	1
"III23_18compl_210129"	31.465	2.1057	40
"III23_210201"	13.327	0.32078	0
"III23_18compl_210129"	10.802	1.0189	12
"III23_18compl_210129"	13.138	0.32112	0
"VIII27_210129"	50.08	5.5536	97
"III23_210129"	9.2992	0.36318	1
"III23_18compl_210129"	2.7131	0.32547	0
"HEK_201204"	6.1675	0.32367	0
"HEK_201204"	11.566	0.31895	0
"III23_18compl_210129"	146.02	0.3717	1
"III23_210201"	149.84	0.36804	1
"HEK_210201"	6.755	0.32424	0
"HEK_210203"	1.6216	0.49724	3
"HEK_210203"	136.28	0.35431	1
"HEK_210203"	7.4236	0.32516	0
"HEK_210203"	139.02	0.36346	1
"HEK_201204"	120.88	6.7575	104
"III23_18compl_210129"	57.935	2.029	36
"III12_210129"	14.115	0.32038	0
"III12_210129"	149.12	0.3241	0
"III23_18compl_210129"	148.03	0.32593	0
"HEK_210201"	147.7	0.32684	0
"III23_210129"	5.3768	0.3229	0
"HEK_201204"	133.06	2.0499	36
"VIII27_210129"	5.5197	0.36644	1
"VIII27_210129"	59.991	6.4808	112
"HEK_201204"	14.62	0.31906	0
"HEK_210201"	140.53	0.3186	0
"III12_210129"	10.262	0.3721	1
"III23_18compl_210129"	141.73	0.48431	3
"HEK_210201"	11.782	0.41794	2
"HEK_210203"	3.7793	0.3242	0
"III23_210201"	53.744	2.0151	36
"III23_210129"	8.814	0.46892	3
"VIII27_210129"	5.5832	0.42134	2
"III23_210201"	11.663	0.32089	0
"HEK_201204"	10.195	0.32753	0
"III23_210129"	138.39	0.36255	1
"III12_210129"	13.868	0.32095	0
"III23_210201"	86.747	2.0274	36
"VIII27_210129"	143.25	0.33325	0
"VIII27_210129"	48.475	6.7776	119
"III23_210201"	0.57577	0.32418	0
"HEK_210203"	9.5811	0.32919	0
"III23_210201"	139.25	0.31952	0
"III23_210129"	7.6803	0.36098	1
"III23_210201"	136.49	0.79376	8
"III23_18compl_210129"	31.5	2.0859	40
"III23_18compl_210129"	13.861	0.41874	2
"HEK_210203"	5.0272	0.32424	0
"III23_18compl_210129"	88.405	6.346	106
"III23_210129"	133.05	2.0288	36
"III23_210201"	0.0080023	0.32487	0
"III23_210129"	56.613	6.5172	108
"HEK_201204"	145.42	0.32776	0
"III12_210129"	148.13	0.42297	2
"III23_210201"	145.83	0.32867	0
"III23_210129"	145.09	0.33051	0
"III23_210129"	138.54	0.36438	1
"HEK_210201"	145.56	0.37262	1
"III23_18compl_210129"	53.759	2.0776	38
"III23_210129"	5.1448	0.36675	1
"VIII27_210129"	6.2065	0.36681	1
"III23_210201"	65.408	2.0576	38
"HEK_210203"	5.483	0.36787	1
"VIII27_210129"	142.5	0.37445	1
"III23_210129"	146.11	0.36987	1
"HEK_201204"	146.19	0.36987	1
"HEK_210203"	118.44	6.8097	106
"III23_210129"	7.2537	0.36756	1
"HEK_201204"	139.13	0.35706	1
"HEK_210203"	12.652	0.41817	2
"III23_210201"	7.6936	0.4232	2
"III12_210129"	36.093	2.0073	38
"III23_18compl_210129"	1.0869	0.32506	0
"HEK_210203"	140.13	0.4184	2
"III23_210201"	149.93	0.36804	1
"III12_210129"	11.943	0.36266	1
"HEK_201204"	9.3702	0.42595	2
"III23_18compl_210129"	7.6453	0.32693	0
"HEK_201204"	5.3991	0.32312	0
"III23_18compl_210129"	2.4431	0.36819	1
"HEK_210201"	138.03	0.31952	0
"III23_210201"	10.822	0.32793	0
"HEK_210203"	6.688	0.32398	0
"HEK_210203"	5.8597	0.36103	1
"HEK_201204"	141.92	0.32318	0
"III23_210129"	23.224	2.0073	36
"III23_18compl_210129"	144.82	0.4303	2
"HEK_201204"	7.8991	0.32487	0
"VIII27_210129"	149.9	0.3241	0
"III23_18compl_210129"	145.62	0.32867	0
"HEK_210203"	144.13	0.49438	3
"VIII27_210129"	7.9621	0.32438	0
"III12_210129"	75.189	6.5968	115
"HEK_210201"	139.9	0.42114	2
"VIII27_210129"	32.317	2.114	38
"HEK_210203"	13.164	0.36449	1
"III23_18compl_210129"	13.855	0.36507	1
"HEK_210203"	138.56	0.36346	1
"HEK_210201"	22.272	6.4498	109
"VIII27_210129"	5.8838	0.32298	0
"III12_210129"	6.3948	0.54445	4
"HEK_201204"	142.22	0.48706	3
"III12_210129"	37.165	5.7706	104
"III23_210201"	9.989	0.32867	0
"HEK_201204"	140.28	0.41748	2
"III23_18compl_210129"	3.8817	0.3247	0
"III23_18compl_210129"	14.534	0.35717	1
"HEK_201204"	8.7317	0.32495	0
"VIII27_210129"	5.8166	0.32267	0
"III23_210201"	10.603	0.4283	2
"III23_18compl_210129"	139.74	0.35614	1
"III23_18compl_210129"	102.21	6.9489	115
"III23_210201"	14.002	0.3578	1
"III23_210129"	9.8882	0.32856	0
"III23_210129"	45.434	1.9137	36
"HEK_201204"	102.55	6.7786	109
"VIII27_210129"	8.0182	0.32495	0
"III23_210129"	29.274	2.0897	38
"HEK_210201"	105.43	7.0088	111
"III23_18compl_210129"	24.821	6.8668	117
"III12_210129"	0.74456	0.32348	0
"VIII27_210129"	13.757	0.32043	0
"III23_210201"	8.7048	0.32587	0
"HEK_210201"	7.4282	0.32404	0
"HEK_210201"	136.72	0.3598	1
"HEK_210203"	1.389	0.32525	0
"HEK_210201"	8.6129	0.36827	1
"III23_18compl_210129"	16.331	0.41977	2
"III12_210129"	4.9072	0.32361	0
"III12_210129"	139.25	0.32135	0
"HEK_210203"	3.9099	0.32411	0
"III12_210129"	1.458	0.36688	1
